Offset,Instruction
00011566,PUSH 0x8
00011568,CALL 0x00011070
0001156d,CALL 0x00011b30
00011572,LEA EAX,[EBX + 0x3d0]
00011578,ADD ESP,0x10
0001157b,MOV ECX,dword ptr [EAX]
0001157d,TEST ECX,ECX
0001157f,JZ 0x000115aa
00011581,MOV EAX,dword ptr [EBP + -0x60]
00011584,TEST EAX,EAX
00011586,JZ 0x00011594
00011588,SUB ESP,0xc
0001158b,PUSH EAX
0001158c,CALL 0x000111d0
00011591,ADD ESP,0x10
00011594,MOV EBX,dword ptr [EBP + -0x4c]
00011597,SUB ESP,0xc
0001159a,LEA EAX,[EBX + 0x3d0]
000115a0,PUSH dword ptr [EAX]
000115a2,CALL 0x00011170
000115a7,ADD ESP,0x10
000115aa,LEA ESP,[EBP + -0x10]
000115ad,XOR EAX,EAX
000115af,POP ECX
000115b0,POP EBX
000115b1,POP ESI
000115b2,POP EDI
000115b3,POP EBP
000115b4,LEA ESP,[ECX + -0x4]
000115b7,RET
000115c0,MOV EBX,dword ptr [EBP + -0x4c]
000115c3,MOV EAX,dword ptr [EBX + 0xfffffff4]
000115c9,MOV EAX,dword ptr [EAX]
000115cb,CMP byte ptr [EAX],0x47
000115ce,JNZ 0x0001181e
000115d4,SUB ESP,0x4
000115d7,ADD EAX,0x1
000115da,PUSH 0xa
000115dc,PUSH 0x0
000115de,PUSH EAX
000115df,CALL 0x00011100
000115e4,ADD ESP,0x10
000115e7,MOV dword ptr [EBX + 0xf8],EAX
000115ed,MOV EBX,dword ptr [EBP + -0x4c]
000115f0,JMP 0x00011410
000115f8,MOV EAX,dword ptr [EBP + -0x4c]
000115fb,MOV byte ptr [EAX + 0x3c0],0x1
00011602,MOV EBX,EAX
00011604,JMP 0x00011410
00011610,MOV EAX,dword ptr [EBP + -0x4c]
00011613,MOV byte ptr [EAX + 0x3c1],0x1
0001161a,MOV EBX,EAX
0001161c,JMP 0x00011410
00011621,PUSH ECX
00011622,ADD EAX,0x1
00011625,PUSH ECX
00011626,MOV EDI,dword ptr [EBP + -0x4c]
00011629,LEA EDX,[EDI + 0xffffa18b]
0001162f,MOV EBX,EDI
00011631,PUSH EDX
00011632,PUSH EAX
00011633,CALL 0x000111c0
00011638,LEA EDX,[EDI + 0x3d0]
0001163e,XOR EBX,EBX
00011640,ADD ESP,0x10
00011643,MOV dword ptr [EBP + -0x60],EBX
00011646,MOV dword ptr [EDX],EAX
00011648,TEST EAX,EAX
0001164a,JNZ 0x00011540
00011650,MOV EBX,dword ptr [EBP + -0x4c]
00011653,MOV EAX,dword ptr [EBX + 0xffffffe8]
00011659,PUSH dword ptr [EAX]
0001165b,LEA EAX,[EBX + 0xffffa0be]
00011661,PUSH 0x12
00011663,PUSH 0x1
00011665,PUSH EAX
00011666,CALL 0x00011240
0001166b,ADD ESP,0x10
0001166e,JMP 0x000116de
00011670,CMP byte ptr [EAX + 0x1],0x0
00011674,JNZ 0x00011472
0001167a,MOVZX ESI,byte ptr [EAX]
0001167d,MOV byte ptr [EBP + -0x75],0x0
00011681,LEA EBX,[ESI + -0x65]
00011684,CMP BL,0x1
00011687,JBE 0x000117f5
0001168d,MOV EAX,ESI
0001168f,CMP AL,0x65
00011691,SETZ AL
00011694,MOV EDI,EAX
00011696,MOV EAX,ESI
00011698,CMP AL,0x6c
0001169a,MOV EAX,EDI
0001169c,SETZ BL
0001169f,OR AL,BL
000116a1,MOV byte ptr [EBP + -0x76],AL
000116a4,JNZ 0x000117c8
000116aa,MOV EAX,ESI
000116ac,CMP AL,0x6f
000116ae,MOV EAX,EDI
000116b0,SETZ BL
000116b3,OR AL,BL
000116b5,MOV EDI,EAX
000116b7,JNZ 0x0001179e
000116bd,SUB ESI,0x63
000116c0,AND ESI,0xfd
000116c6,JZ 0x000117e8
000116cc,CMP byte ptr [EBP + -0x75],0x0
000116d0,JZ 0x00011472
000116d6,MOV EBX,dword ptr [EBP + -0x4c]
000116d9,CALL 0x00014a80
000116de,SUB ESP,0xc
000116e1,MOV EBX,dword ptr [EBP + -0x4c]
000116e4,PUSH 0x0
000116e6,CALL 0x00011350
000116eb,SUB ESP,0xc
000116ee,LEA EAX,[EDI + 0xffffa92c]
000116f4,MOV EBX,EDI
000116f6,PUSH EAX
000116f7,CALL 0x000112d0
000116fc,ADD ESP,0x10
000116ff,CALL 0x000149e0
00011704,CALL 0x00014a80
00011709,JMP 0x000116de
0001170b,SUB ESP,0xc
0001170e,LEA ESI,[EBP + -0x2e]
00011711,MOV dword ptr [EBP + -0x74],ECX
00011714,MOV EBX,dword ptr [EBP + -0x4c]
00011717,MOV dword ptr [EBP + -0x70],EDX
0001171a,PUSH ESI
0001171b,CALL 0x00011130
00011720,ADD ESP,0x10
00011723,MOV EDX,dword ptr [EBP + -0x70]
00011726,MOV dword ptr [EBP + -0x60],ESI
00011729,CMP EAX,-0x1
0001172c,MOV ECX,dword ptr [EBP + -0x74]
0001172f,MOV EDI,EAX
00011731,JNZ 0x000114aa
00011737,MOV EBX,dword ptr [EBP + -0x4c]
0001173a,MOV EAX,dword ptr [EBX + 0xffffffe8]
00011740,PUSH dword ptr [EAX]
00011742,LEA EAX,[EBX + 0xffffa0d1]
00011748,PUSH 0x17
0001174a,PUSH 0x1
0001174c,PUSH EAX
0001174d,CALL 0x00011240
00011752,ADD ESP,0x10
00011755,JMP 0x000116de
00011757,MOV EAX,dword ptr [EBP + -0x4c]
0001175a,MOV EAX,dword ptr [EAX + 0xffffffe0]
00011760,MOV EAX,dword ptr [EAX]
00011762,LEA ECX,[EAX + -0x1]
00011765,JMP 0x0001144e
0001176a,MOV EBX,dword ptr [EBP + -0x4c]
0001176d,SUB ESP,0xc
00011770,LEA EAX,[EBX + 0xffffa7bc]
00011776,PUSH EAX
00011777,CALL 0x000112d0
0001177c,ADD ESP,0x10
0001177f,CALL 0x00014a80
00011784,MOV EBX,dword ptr [EBP + -0x4c]
00011787,SUB ESP,0xc
0001178a,LEA EAX,[EBX + 0xffffa8e8]
00011790,PUSH EAX
00011791,CALL 0x000112d0
00011796,ADD ESP,0x10
00011799,JMP 0x000116de
0001179e,MOV EBX,dword ptr [EBP + -0x4c]
000117a1,MOV dword ptr [EBP + 0xffffff78],ECX
000117a7,MOV dword ptr [EBP + 0xffffff7c],EDX
000117ad,CALL 0x00014a20
000117b2,MOV EAX,EDI
000117b4,MOV ECX,dword ptr [EBP + 0xffffff78]
000117ba,MOV EDX,dword ptr [EBP + 0xffffff7c]
000117c0,MOV byte ptr [EBP + -0x75],AL
000117c3,JMP 0x000116bd
000117c8,MOV EBX,dword ptr [EBP + -0x4c]
000117cb,MOV dword ptr [EBP + -0x80],ECX
000117ce,MOV dword ptr [EBP + -0x7c],EDX
000117d1,CALL 0x00014a60
000117d6,MOVZX EAX,byte ptr [EBP + -0x76]
000117da,MOV ECX,dword ptr [EBP + -0x80]
000117dd,MOV EDX,dword ptr [EBP + -0x7c]
000117e0,MOV byte ptr [EBP + -0x75],AL
000117e3,JMP 0x000116aa
000117e8,MOV EBX,dword ptr [EBP + -0x4c]
000117eb,CALL 0x00014a40
000117f0,JMP 0x000116d6
000117f5,MOV EBX,dword ptr [EBP + -0x4c]
000117f8,MOV dword ptr [EBP + 0xffffff70],ECX
000117fe,MOV dword ptr [EBP + 0xffffff74],EDX
00011804,CALL 0x00014a00
00011809,MOV byte ptr [EBP + -0x75],0x1
0001180d,MOV ECX,dword ptr [EBP + 0xffffff70]
00011813,MOV EDX,dword ptr [EBP + 0xffffff74]
00011819,JMP 0x0001168d
0001181e,PUSH EDI
0001181f,MOV EBX,dword ptr [EBP + -0x4c]
00011822,PUSH EAX
00011823,LEA EAX,[EBX + 0xffffa098]
00011829,PUSH EAX
0001182a,MOV EAX,dword ptr [EBX + 0xffffffe8]
00011830,PUSH dword ptr [EAX]
00011832,CALL 0x00011250
00011837,MOV dword ptr [ESP],0x1
0001183e,CALL 0x00011350
00011850,PUSH EBP
00011851,MOV EBP,ESP
00011853,AND ESP,0xfffffff0
00011856,SUB ESP,0x210
0001185c,TEST byte ptr [EBP + 0xb],0x1
00011860,JZ 0x00011889
00011862,XOR EAX,EAX
00011864,MOV dword ptr [ESP + 0x2c],EAX
00011868,FXSAVE [ESP + 0x10]
0001186d,MOV EAX,dword ptr [ESP + 0x28]
00011871,TEST byte ptr [ESP + 0x2c],0x40
00011876,JZ 0x0001187b
00011878,OR EAX,0x40
0001187b,OR AH,0x80
0001187e,MOV dword ptr [ESP + 0xc],EAX
00011882,LDMXCSR dword ptr [ESP + 0xc]
00011887,LEAVE
00011888,RET
00011889,STMXCSR dword ptr [ESP + 0xc]
0001188e,MOV EAX,dword ptr [ESP + 0xc]
00011892,JMP 0x0001187b
000118a0,ENDBR32
000118a4,PUSHFD
000118a5,PUSHFD
000118a6,POP EAX
000118a7,MOV EDX,EAX
000118a9,XOR EAX,0x200000
000118ae,PUSH EAX
000118af,POPFD
000118b0,PUSHFD
000118b1,POP EAX
000118b2,POPFD
000118b3,XOR EAX,EDX
000118b5,TEST EAX,0x200000
000118ba,JZ 0x000118f2
000118bc,PUSH ESI
000118bd,XOR ESI,ESI
000118bf,PUSH EBX
000118c0,MOV EAX,ESI
000118c2,SUB ESP,0x4
000118c5,CPUID
000118c7,TEST EAX,EAX
000118c9,JZ 0x000118de
000118cb,MOV EAX,0x1
000118d0,MOV EBX,ESI
000118d2,MOV ECX,ESI
000118d4,CPUID
000118d6,TEST EDX,0x2000000
000118dc,JNZ 0x000118e4
000118de,ADD ESP,0x4
000118e1,POP EBX
000118e2,POP ESI
000118e3,RET
000118e4,SUB ESP,0xc
000118e7,PUSH EDX
000118e8,CALL 0x00011850
000118ed,ADD ESP,0x10
000118f0,JMP 0x000118de
000118f2,RET
00011900,XOR EBP,EBP
00011902,POP ESI
00011903,MOV ECX,ESP
00011905,AND ESP,0xfffffff0
00011908,PUSH EAX
00011909,PUSH ESP
0001190a,PUSH EDX
0001190b,CALL 0x00011928
00011910,ADD EBX,0xa6e4
00011916,PUSH 0x0
00011918,PUSH 0x0
0001191a,PUSH ECX
0001191b,PUSH ESI
0001191c,PUSH dword ptr [EBX + 0xfffffffc]
00011922,CALL 0x00011320
00011927,HLT
00011928,MOV EBX,dword ptr [ESP]
0001192b,RET
00011930,MOV EBX,dword ptr [ESP]
00011933,RET
00011940,CALL 0x00011a29
00011945,ADD EDX,0xa6af
0001194b,LEA ECX,[EDX + 0x2cc]
00011951,LEA EAX,[EDX + 0x2cc]
00011957,CMP EAX,ECX
00011959,JZ 0x00011978
0001195b,MOV EAX,dword ptr [EDX + 0xffffffdc]
00011961,TEST EAX,EAX
00011963,JZ 0x00011978
00011965,PUSH EBP
00011966,MOV EBP,ESP
00011968,SUB ESP,0x14
0001196b,PUSH ECX
0001196c,CALL EAX
0001196e,ADD ESP,0x10
00011971,LEAVE
00011972,RET
00011978,RET
00011980,CALL 0x00011a29
00011985,ADD EDX,0xa66f
0001198b,PUSH EBP
0001198c,MOV EBP,ESP
0001198e,PUSH EBX
0001198f,LEA ECX,[EDX + 0x2cc]
00011995,LEA EAX,[EDX + 0x2cc]
0001199b,SUB ESP,0x4
0001199e,SUB EAX,ECX
000119a0,MOV EBX,EAX
000119a2,SHR EAX,0x1f
000119a5,SAR EBX,0x2
000119a8,ADD EAX,EBX
000119aa,SAR EAX,0x1
000119ac,JZ 0x000119c2
000119ae,MOV EDX,dword ptr [EDX + 0xffffffe4]
000119b4,TEST EDX,EDX
000119b6,JZ 0x000119c2
000119b8,SUB ESP,0x8
000119bb,PUSH EAX
000119bc,PUSH ECX
000119bd,CALL EDX
000119bf,ADD ESP,0x10
000119c2,MOV EBX,dword ptr [EBP + -0x4]
000119c5,LEAVE
000119c6,RET
000119d0,ENDBR32
000119d4,PUSH EBP
000119d5,MOV EBP,ESP
000119d7,PUSH EBX
000119d8,CALL 0x00011930
000119dd,ADD EBX,0xa617
000119e3,SUB ESP,0x4
000119e6,CMP byte ptr [EBX + 0x2cc],0x0
000119ed,JNZ 0x00011a16
000119ef,MOV EAX,dword ptr [EBX + 0xfffffff8]
000119f5,TEST EAX,EAX
000119f7,JZ 0x00011a0a
000119f9,SUB ESP,0xc
000119fc,PUSH dword ptr [EBX + 0xf0]
00011a02,CALL 0x00011360
00011a07,ADD ESP,0x10
00011a0a,CALL 0x00011940
00011a0f,MOV byte ptr [EBX + 0x2cc],0x1
00011a16,MOV EBX,dword ptr [EBP + -0x4]
00011a19,LEAVE
00011a1a,RET
00011a20,ENDBR32
00011a24,JMP 0x00011980
00011a29,MOV EDX,dword ptr [ESP]
00011a2c,RET
00011a40,PUSH EDI
00011a41,PUSH ESI
00011a42,PUSH EBX
00011a43,MOV EDI,dword ptr [ESP + 0x14]
00011a47,CALL 0x00011930
00011a4c,ADD EBX,0xa5a8
00011a52,PUSH dword ptr [ESP + 0x10]
00011a56,MOV ESI,dword ptr [EBX + 0xffffffe8]
00011a5c,LEA EAX,[EBX + 0xffffa030]
00011a62,PUSH dword ptr [EBX + 0x3a8]
00011a68,PUSH EAX
00011a69,PUSH dword ptr [ESI]
00011a6b,CALL 0x00011250
00011a70,ADD ESP,0x10
00011a73,TEST EDI,EDI
00011a75,JZ 0x00011a8c
00011a77,SUB ESP,0x4
00011a7a,LEA EAX,[EBX + 0xffffa033]
00011a80,PUSH EDI
00011a81,PUSH EAX
00011a82,PUSH dword ptr [ESI]
00011a84,CALL 0x00011250
00011a89,ADD ESP,0x10
00011a8c,SUB ESP,0x4
00011a8f,LEA EAX,[EBX + 0xffffa037]
00011a95,PUSH dword ptr [EBX + 0xf4]
00011a9b,PUSH EAX
00011a9c,PUSH dword ptr [ESI]
00011a9e,CALL 0x00011250
00011aa3,ADD ESP,0x10
00011aa6,POP EBX
00011aa7,POP ESI
00011aa8,POP EDI
00011aa9,RET
00011ab0,PUSH EBX
00011ab1,CALL 0x00011930
00011ab6,ADD EBX,0xa53e
00011abc,SUB ESP,0x10
00011abf,PUSH dword ptr [ESP + 0x1c]
00011ac3,PUSH dword ptr [ESP + 0x1c]
00011ac7,CALL 0x00011a40
00011acc,POP EAX
00011acd,LEA EAX,[EBX + 0x30c]
00011ad3,POP EDX
00011ad4,PUSH 0x0
00011ad6,PUSH EAX
00011ad7,CALL 0x00011220
00011ae0,CALL 0x00012471
00011ae5,ADD EAX,0xa50f
00011aea,SUB ESP,0x14
00011aed,PUSH 0x0
00011aef,LEA EAX,[EAX + 0xffffa046]
00011af5,PUSH EAX
00011af6,CALL 0x00011ab0
00011afb,LEA ESI,[ESI]
00011b00,PUSH EBX
00011b01,CALL 0x00011930
00011b06,ADD EBX,0xa4ee
00011b0c,SUB ESP,0x10
00011b0f,PUSH 0x0
00011b11,PUSH dword ptr [ESP + 0x1c]
00011b15,CALL 0x00011a40
00011b1a,MOV dword ptr [ESP],0x0
00011b21,CALL 0x00011350
00011b30,PUSH EBP
00011b31,XOR ECX,ECX
00011b33,PUSH EDI
00011b34,PUSH ESI
00011b35,PUSH EBX
00011b36,CALL 0x00011930
00011b3b,ADD EBX,0xa4b9
00011b41,SUB ESP,0xa7c
00011b47,LEA EAX,[ESP + 0x48]
00011b4b,LEA EDI,[ESP + 0x110]
00011b52,MOV dword ptr [ESP + 0x10],0xc8
00011b5a,MOV dword ptr [ESP + 0x2c],EAX
00011b5e,MOV ESI,EAX
00011b60,MOV EBP,EDI
00011b62,MOV dword ptr [ESP + 0x8],EAX
00011b66,LEA EAX,[EBX + 0xffffa62c]
00011b6c,MOV dword ptr [ESP + 0x38],EDI
00011b70,MOV dword ptr [EBX + 0x3bc],0xfffffffe
00011b7a,MOV dword ptr [ESP + 0x1c],0x0
00011b82,MOV dword ptr [ESP + 0x14],0xc7
00011b8a,MOV dword ptr [ESP + 0x18],EAX
00011b8e,MOV dword ptr [ESP + 0xc],ECX
00011b92,MOVZX EAX,byte ptr [ESP + 0xc]
00011b97,MOV ECX,dword ptr [ESP + 0x8]
00011b9b,MOV byte ptr [ESI],AL
00011b9d,MOV EAX,dword ptr [ESP + 0x14]
00011ba1,ADD EAX,ECX
00011ba3,CMP ESI,EAX
00011ba5,JC 0x00011c89
00011bab,SUB ESI,ECX
00011bad,MOV EBP,ECX
00011baf,MOV ECX,dword ptr [ESP + 0x10]
