Offset,Instruction
000115d8,PUSH EAX
000115d9,LEA EAX,[EBX + 0xffff1c71]
000115df,PUSH EAX
000115e0,CALL 0x00011340
000115e5,LEA EAX,[EBX + 0xffff3b94]
000115eb,PUSH EAX
000115ec,LEA EAX,[EBX + 0xffff161f]
000115f2,PUSH 0x416
000115f7,PUSH EAX
000115f8,LEA EAX,[EBX + 0xffff1e11]
000115fe,PUSH EAX
000115ff,CALL 0x00011340
00011604,LEA EAX,[EBX + 0xffff3a98]
0001160a,PUSH EAX
0001160b,LEA EAX,[EBX + 0xffff161f]
00011611,PUSH 0x441
00011616,PUSH EAX
00011617,LEA EAX,[EBX + 0xffff1e29]
0001161d,PUSH EAX
0001161e,CALL 0x00011340
00011623,LEA EAX,[EBX + 0xffff3b64]
00011629,PUSH EAX
0001162a,LEA EAX,[EBX + 0xffff161f]
00011630,PUSH 0x3b2
00011635,PUSH EAX
00011636,LEA EAX,[EBX + 0xffff1dcf]
0001163c,PUSH EAX
0001163d,CALL 0x00011340
00011642,LEA EAX,[EBX + 0xffff3b64]
00011648,PUSH EAX
00011649,LEA EAX,[EBX + 0xffff161f]
0001164f,PUSH 0x3b1
00011654,PUSH EAX
00011655,LEA EAX,[EBX + 0xffff1dc4]
0001165b,PUSH EAX
0001165c,CALL 0x00011340
00011661,CALL 0x000114ab
00011666,MOV EBX,dword ptr [ESP + 0x4]
0001166a,LEA EAX,[EBX + 0xffff3cbc]
00011670,PUSH EAX
00011671,LEA EAX,[EBX + 0xffff161f]
00011677,PUSH 0x29b
0001167c,PUSH EAX
0001167d,LEA EAX,[EBX + 0xffff1ff8]
00011683,PUSH EAX
00011684,CALL 0x00011340
00011689,LEA EAX,[EBX + 0xffff3ccc]
0001168f,PUSH EAX
00011690,LEA EAX,[EBX + 0xffff161f]
00011696,PUSH 0x162
0001169b,PUSH EAX
0001169c,LEA EAX,[EBX + 0xffff1c71]
000116a2,PUSH EAX
000116a3,CALL 0x00011340
000116a8,LEA EAX,[EBX + 0xffff3ccc]
000116ae,PUSH EAX
000116af,LEA EAX,[EBX + 0xffff161f]
000116b5,PUSH 0x162
000116ba,PUSH EAX
000116bb,LEA EAX,[EBX + 0xffff1c71]
000116c1,PUSH EAX
000116c2,CALL 0x00011340
000116c7,LEA EAX,[EBX + 0xffff3ccc]
000116cd,PUSH EAX
000116ce,LEA EAX,[EBX + 0xffff161f]
000116d4,PUSH 0x162
000116d9,PUSH EAX
000116da,LEA EAX,[EBX + 0xffff1c71]
000116e0,PUSH EAX
000116e1,CALL 0x00011340
000116e6,LEA EAX,[EBX + 0xffff3ccc]
000116ec,PUSH EAX
000116ed,LEA EAX,[EBX + 0xffff161f]
000116f3,PUSH 0x162
000116f8,PUSH EAX
000116f9,LEA EAX,[EBX + 0xffff1c71]
000116ff,PUSH EAX
00011700,CALL 0x00011340
00011705,CALL 0x0001147d
0001170a,CALL 0x000114ab
0001170f,CALL 0x0001147d
00011714,LEA EAX,[EBX + 0xffff3d44]
0001171a,PUSH EAX
0001171b,LEA EAX,[EBX + 0xffff161f]
00011721,PUSH 0x5dd
00011726,PUSH EAX
00011727,LEA EAX,[EBX + 0xffff22a7]
0001172d,PUSH EAX
0001172e,CALL 0x00011340
00011733,LEA EAX,[ECX + 0xffff4074]
00011739,MOV EBX,ECX
0001173b,PUSH EAX
0001173c,LEA EAX,[ECX + 0xffff23fe]
00011742,PUSH 0x4b
00011744,PUSH EAX
00011745,LEA EAX,[ECX + 0xffff2407]
0001174b,PUSH EAX
0001174c,CALL 0x00011340
00011751,LEA EAX,[ECX + 0xffff406c]
00011757,MOV EBX,ECX
00011759,PUSH EAX
0001175a,LEA EAX,[ECX + 0xffff23fe]
00011760,PUSH 0x50
00011762,PUSH EAX
00011763,LEA EAX,[ECX + 0xffff078c]
00011769,PUSH EAX
0001176a,CALL 0x00011340
0001176f,LEA EAX,[ECX + 0xffff4064]
00011775,MOV EBX,ECX
00011777,PUSH EAX
00011778,LEA EAX,[ECX + 0xffff23fe]
0001177e,PUSH 0x55
00011780,PUSH EAX
00011781,LEA EAX,[ECX + 0xffff078c]
00011787,PUSH EAX
00011788,CALL 0x00011340
0001178d,LEA EAX,[EDX + 0xffff4058]
00011793,MOV EBX,EDX
00011795,PUSH EAX
00011796,LEA EAX,[EDX + 0xffff23fe]
0001179c,PUSH 0x5a
0001179e,PUSH EAX
0001179f,LEA EAX,[EDX + 0xffff2407]
000117a5,PUSH EAX
000117a6,CALL 0x00011340
000117ab,LEA EAX,[ECX + 0xffff404c]
000117b1,MOV EBX,ECX
000117b3,PUSH EAX
000117b4,LEA EAX,[ECX + 0xffff23fe]
000117ba,PUSH 0x5f
000117bc,PUSH EAX
000117bd,LEA EAX,[ECX + 0xffff2407]
000117c3,PUSH EAX
000117c4,CALL 0x00011340
000117c9,LEA EAX,[EBX + 0xffff4484]
000117cf,PUSH EAX
000117d0,LEA EAX,[EBX + 0xffff2414]
000117d6,PUSH 0x21f
000117db,PUSH EAX
000117dc,LEA EAX,[EBX + 0xffff07ac]
000117e2,PUSH EAX
000117e3,CALL 0x00011340
000117e8,LEA EAX,[EBX + 0xffff4484]
000117ee,PUSH EAX
000117ef,LEA EAX,[EBX + 0xffff2414]
000117f5,PUSH 0x220
000117fa,PUSH EAX
000117fb,LEA EAX,[EBX + 0xffff07d8]
00011801,PUSH EAX
00011802,CALL 0x00011340
00011807,LEA EAX,[EBX + 0xffff4484]
0001180d,PUSH EAX
0001180e,LEA EAX,[EBX + 0xffff2414]
00011814,PUSH 0x223
00011819,PUSH EAX
0001181a,LEA EAX,[EBX + 0xffff243c]
00011820,PUSH EAX
00011821,CALL 0x00011340
00011826,LEA EAX,[EBX + 0xffff4484]
0001182c,PUSH EAX
0001182d,LEA EAX,[EBX + 0xffff2414]
00011833,PUSH 0x216
00011838,PUSH EAX
00011839,LEA EAX,[EBX + 0xffff242c]
0001183f,PUSH EAX
00011840,CALL 0x00011340
00011845,LEA EAX,[EBX + 0xffff4484]
0001184b,PUSH EAX
0001184c,LEA EAX,[EBX + 0xffff2414]
00011852,PUSH 0x215
00011857,PUSH EAX
00011858,LEA EAX,[EBX + 0xffff241c]
0001185e,PUSH EAX
0001185f,CALL 0x00011340
00011864,MOV EBX,dword ptr [ESP + 0x4]
00011868,LEA EAX,[EBX + 0xffff447c]
0001186e,PUSH EAX
0001186f,LEA EAX,[EBX + 0xffff2414]
00011875,PUSH 0x244
0001187a,PUSH EAX
0001187b,LEA EAX,[EBX + 0xffff254d]
00011881,PUSH EAX
00011882,CALL 0x00011340
00011887,MOV EBX,dword ptr [ESP + 0x4]
0001188b,LEA EAX,[EBX + 0xffff447c]
00011891,PUSH EAX
00011892,LEA EAX,[EBX + 0xffff2414]
00011898,PUSH 0x243
0001189d,PUSH EAX
0001189e,LEA EAX,[EBX + 0xffff2537]
000118a4,PUSH EAX
000118a5,CALL 0x00011340
000118aa,XOR EDX,EDX
000118ac,JMP 0x0002374d
000118b1,LEA EAX,[EBX + 0xffff44a8]
000118b7,PUSH EAX
000118b8,LEA EAX,[EBX + 0xffff2414]
000118be,PUSH 0x307
000118c3,PUSH EAX
000118c4,LEA EAX,[EBX + 0xffff25cc]
000118ca,PUSH EAX
000118cb,CALL 0x00011340
000118d0,LEA EAX,[EBX + 0xffff44bc]
000118d6,PUSH EAX
000118d7,LEA EAX,[EBX + 0xffff2414]
000118dd,PUSH 0xfe
000118e2,PUSH EAX
000118e3,LEA EAX,[EBX + 0xffff2797]
000118e9,PUSH EAX
000118ea,CALL 0x00011340
000118ef,LEA EAX,[EBX + 0xffff44bc]
000118f5,PUSH EAX
000118f6,LEA EAX,[EBX + 0xffff2414]
000118fc,PUSH 0xff
00011901,PUSH EAX
00011902,LEA EAX,[EBX + 0xffff09bc]
00011908,PUSH EAX
00011909,CALL 0x00011340
0001190e,LEA EAX,[EBX + 0xffff4498]
00011914,PUSH EAX
00011915,LEA EAX,[EBX + 0xffff2414]
0001191b,PUSH 0xca
00011920,PUSH EAX
00011921,LEA EAX,[EBX + 0xffff2a9b]
00011927,PUSH EAX
00011928,CALL 0x00011340
0001192d,LEA EAX,[EBX + 0xffff4460]
00011933,PUSH EAX
00011934,LEA EAX,[EBX + 0xffff2414]
0001193a,PUSH 0x8b3
0001193f,PUSH EAX
00011940,LEA EAX,[EBX + 0xffff2c29]
00011946,PUSH EAX
00011947,CALL 0x00011340
0001194c,LEA EAX,[EBX + 0xffff4460]
00011952,PUSH EAX
00011953,LEA EAX,[EBX + 0xffff2414]
00011959,PUSH 0x8b0
0001195e,PUSH EAX
0001195f,LEA EAX,[EBX + 0xffff2c13]
00011965,PUSH EAX
00011966,CALL 0x00011340
0001196b,LEA EAX,[EBX + 0xffff4460]
00011971,PUSH EAX
00011972,LEA EAX,[EBX + 0xffff2414]
00011978,PUSH 0x8ae
0001197d,PUSH EAX
0001197e,LEA EAX,[EBX + 0xffff2bfc]
00011984,PUSH EAX
00011985,CALL 0x00011340
0001198a,LEA EAX,[EDI + 0xffff45bc]
00011990,MOV EBX,EDI
00011992,PUSH EAX
00011993,LEA EAX,[EDI + 0xffff2cec]
00011999,PUSH 0xb
0001199b,PUSH EAX
0001199c,LEA EAX,[EDI + 0xffff2cf3]
000119a2,PUSH EAX
000119a3,CALL 0x00011340
000119a8,LEA EAX,[EBX + 0xffff45c4]
000119ae,PUSH EAX
000119af,LEA EAX,[EBX + 0xffff2d38]
000119b5,PUSH 0x80
000119ba,PUSH EAX
000119bb,LEA EAX,[EBX + 0xffff0dbc]
000119c1,PUSH EAX
000119c2,CALL 0x00011340
000119c7,LEA EAX,[EBX + 0xffff45c4]
000119cd,PUSH EAX
000119ce,LEA EAX,[EBX + 0xffff2d38]
000119d4,PUSH 0x80
000119d9,PUSH EAX
000119da,LEA EAX,[EBX + 0xffff0dbc]
000119e0,PUSH EAX
000119e1,CALL 0x00011340
000119e6,NOP
000119e8,NOP
000119ea,NOP
000119ec,NOP
000119ee,NOP
000119f0,LEA ECX,[ESP + 0x4]
000119f4,AND ESP,0xfffffff0
000119f7,PUSH dword ptr [ECX + -0x4]
000119fa,PUSH EBP
000119fb,MOV EBP,ESP
000119fd,PUSH EDI
000119fe,PUSH ESI
000119ff,PUSH EBX
00011a00,CALL 0x00012010
00011a05,ADD EBX,0x2f5ef
00011a0b,PUSH ECX
00011a0c,SUB ESP,0x40
00011a0f,MOV EDI,dword ptr [ECX]
00011a11,MOV ESI,dword ptr [ECX + 0x4]
00011a14,PUSH 0x0
00011a16,MOV EAX,dword ptr [EBX + 0xfffffff0]
00011a1c,MOV dword ptr [EBP + -0x3c],EAX
00011a1f,PUSH dword ptr [EAX]
00011a21,CALL 0x00011040
00011a26,LEA EAX,[EBX + 0xfffd111c]
00011a2c,MOV dword ptr [ESP],EAX
00011a2f,CALL 0x00030060
00011a34,ADD ESP,0x10
00011a37,TEST EAX,EAX
00011a39,JNZ 0x0001140c
00011a3f,CALL 0x0002e440
00011a44,MOV dword ptr [EBX + 0x65c],EAX
00011a4a,LEA EAX,[EBX + 0xffff0e37]
00011a50,MOV dword ptr [EBP + -0x2c],EAX
00011a53,LEA EAX,[EBX + 0x644]
00011a59,MOV dword ptr [EBP + -0x34],EAX
00011a5c,MOV EAX,dword ptr [EBX + 0xfffffffc]
00011a62,MOV dword ptr [EBP + -0x38],EAX
00011a65,LEA ESI,[ESI]
00011a6d,LEA ESI,[ESI]
00011a70,SUB ESP,0x4
00011a73,PUSH dword ptr [EBP + -0x2c]
00011a76,PUSH ESI
00011a77,PUSH EDI
00011a78,CALL 0x000111f0
00011a7d,ADD ESP,0x10
00011a80,CMP EAX,-0x1
00011a83,JZ 0x00011c98
00011a89,SUB EAX,0x44
00011a8c,CMP EAX,0x33
00011a8f,JA 0x00011f1f
00011a95,MOV ECX,dword ptr [EBX + EAX*0x4 + 0xffff2db0]
00011a9c,ADD ECX,EBX
00011a9e,JMP ECX
00011aa0,MOV EAX,dword ptr [EBP + -0x34]
00011aa3,MOV byte ptr [EAX],0x0
00011aa6,JMP 0x00011a70
00011ab0,MOV EAX,dword ptr [EBP + -0x38]
00011ab3,MOV EAX,dword ptr [EAX]
00011ab5,MOV dword ptr [EBX + 0x668],EAX
00011abb,JMP 0x00011a70
00011ac0,MOV EAX,dword ptr [EBX + 0xfffffffc]
00011ac6,MOV EAX,dword ptr [EAX]
00011ac8,CMP byte ptr [EAX],0x36
00011acb,JZ 0x00011c78
00011ad1,PUSH EAX
00011ad2,LEA EAX,[EBX + 0xffff0370]
00011ad8,PUSH EAX
00011ad9,LEA EAX,[EBX + 0xffff0eaf]
00011adf,PUSH 0x0
00011ae1,PUSH EAX
00011ae2,CALL 0x0002f020
00011af0,MOV EAX,dword ptr [EBX + 0xfffffffc]
00011af6,SUB ESP,0x8
00011af9,MOV EDX,dword ptr [EAX]
00011afb,LEA EAX,[EBX + 0xffff0e8c]
00011b01,MOV dword ptr [EBP + -0x30],EDX
00011b04,PUSH EAX
00011b05,PUSH EDX
00011b06,CALL 0x00011050
00011b0b,ADD ESP,0x10
00011b0e,TEST EAX,EAX
00011b10,JNZ 0x00011c10
00011b16,MOV byte ptr [EBX + 0x663],0x1
00011b1d,JMP 0x00011a70
00011b28,MOV byte ptr [EBX + 0x660],0x1
00011b2f,JMP 0x00011a70
00011b38,MOV EAX,dword ptr [EBX + 0xfffffffc]
00011b3e,SUB ESP,0xc
00011b41,PUSH dword ptr [EAX]
00011b43,CALL 0x00012b30
00011b48,ADD ESP,0x10
00011b4b,JMP 0x00011a70
00011b50,MOV byte ptr [EBX + 0x662],0x1
00011b57,JMP 0x00011a70
00011b60,MOV EDX,dword ptr [EBX + 0xfffffffc]
00011b66,SUB ESP,0x8
00011b69,PUSH 0x3d
00011b6b,PUSH dword ptr [EDX]
00011b6d,MOV dword ptr [EBP + -0x30],EDX
00011b70,CALL 0x000111b0
00011b75,ADD ESP,0x10
00011b78,MOV EDX,dword ptr [EBP + -0x30]
00011b7b,TEST EAX,EAX
00011b7d,JZ 0x00011b82
00011b7f,MOV byte ptr [EAX],0x20
00011b82,SUB ESP,0x4
00011b85,LEA EAX,[EBX + 0xffff0e51]
00011b8b,PUSH dword ptr [EDX]
00011b8d,PUSH EAX
00011b8e,PUSH dword ptr [EBX + 0x65c]
00011b94,CALL 0x0002e610
00011b99,ADD ESP,0x10
00011b9c,JMP 0x00011a70
00011ba8,MOV EAX,dword ptr [EBX + 0xfffffffc]
00011bae,SUB ESP,0x4
00011bb1,PUSH dword ptr [EAX]
00011bb3,LEA EAX,[EBX + 0xffff0e5d]
00011bb9,PUSH EAX
00011bba,PUSH dword ptr [EBX + 0x65c]
00011bc0,CALL 0x0002e610
00011bc5,ADD ESP,0x10
00011bc8,JMP 0x00011a70
00011bd0,MOV byte ptr [EBX + 0x661],0x1
00011bd7,JMP 0x00011a70
00011be0,MOV EAX,dword ptr [EBX + 0xfffffffc]
00011be6,SUB ESP,0x8
00011be9,MOV EDX,dword ptr [EAX]
00011beb,LEA EAX,[EBX + 0xffff1236]
00011bf1,MOV dword ptr [EBP + -0x30],EDX
00011bf4,PUSH EAX
00011bf5,PUSH EDX
00011bf6,CALL 0x00011050
00011bfb,ADD ESP,0x10
00011bfe,TEST EAX,EAX
00011c00,JNZ 0x00011c40
00011c02,LEA EAX,[EBX + 0x87c]
00011c08,MOV byte ptr [EAX],0x1
00011c0b,JMP 0x00011a70
00011c10,SUB ESP,0x8
00011c13,LEA EAX,[EBX + 0xffff0e95]
00011c19,PUSH EAX
00011c1a,PUSH dword ptr [EBP + -0x30]
00011c1d,CALL 0x00011050
00011c22,ADD ESP,0x10
00011c25,TEST EAX,EAX
00011c27,JNZ 0x00011dc2
00011c2d,LEA EAX,[EBX + 0x750]
00011c33,MOV byte ptr [EAX],0x1
00011c36,JMP 0x00011a70
00011c40,SUB ESP,0x8
00011c43,LEA EAX,[EBX + 0xffff0e68]
00011c49,PUSH EAX
00011c4a,PUSH dword ptr [EBP + -0x30]
00011c4d,CALL 0x00011050
00011c52,ADD ESP,0x10
00011c55,TEST EAX,EAX
00011c57,JZ 0x00011a70
00011c5d,LEA EAX,[EBX + 0xffff0e6c]
00011c63,PUSH dword ptr [EBP + -0x30]
00011c66,PUSH EAX
