Offset,Instruction
00102266,PUSH 0x23
0010226b,JMP 0x00102020
00102270,JMP qword ptr [0x0010a120]
00102276,PUSH 0x24
0010227b,JMP 0x00102020
00102280,JMP qword ptr [0x0010a128]
00102286,PUSH 0x25
0010228b,JMP 0x00102020
00102290,JMP qword ptr [0x0010a130]
00102296,PUSH 0x26
0010229b,JMP 0x00102020
001022a0,JMP qword ptr [0x0010a138]
001022a6,PUSH 0x27
001022ab,JMP 0x00102020
001022b0,JMP qword ptr [0x0010a140]
001022b6,PUSH 0x28
001022bb,JMP 0x00102020
001022c0,JMP qword ptr [0x0010a148]
001022c6,PUSH 0x29
001022cb,JMP 0x00102020
001022d0,JMP qword ptr [0x0010a150]
001022d6,PUSH 0x2a
001022db,JMP 0x00102020
001022e0,JMP qword ptr [0x0010a158]
001022e6,PUSH 0x2b
001022eb,JMP 0x00102020
001022f0,JMP qword ptr [0x0010a160]
001022f6,PUSH 0x2c
001022fb,JMP 0x00102020
00102300,JMP qword ptr [0x0010a168]
00102306,PUSH 0x2d
0010230b,JMP 0x00102020
00102310,JMP qword ptr [0x0010a170]
00102316,PUSH 0x2e
0010231b,JMP 0x00102020
00102320,JMP qword ptr [0x0010a178]
00102326,PUSH 0x2f
0010232b,JMP 0x00102020
00102330,JMP qword ptr [0x0010a180]
00102336,PUSH 0x30
0010233b,JMP 0x00102020
00102340,JMP qword ptr [0x0010a188]
00102346,PUSH 0x31
0010234b,JMP 0x00102020
00102350,JMP qword ptr [0x0010a190]
00102356,PUSH 0x32
0010235b,JMP 0x00102020
00102360,JMP qword ptr [0x0010a198]
00102366,PUSH 0x33
0010236b,JMP 0x00102020
00102370,JMP qword ptr [0x00109fe0]
00102380,MOV RAX,0x6d742e636c616370
0010238a,PUSH R15
0010238c,MOV RDX,0x5858585858582e70
00102396,PUSH R14
00102398,PUSH R13
0010239a,MOV R13,RSI
0010239d,PUSH R12
0010239f,PUSH RBP
001023a0,MOV EBP,EDI
001023a2,PUSH RBX
001023a3,LEA RBX,[0x10521c]
001023aa,SUB RSP,0x48
001023ae,MOV qword ptr [RSP + 0x19],RAX
001023b3,MOV RAX,0x6163702f706d742f
001023bd,MOV qword ptr [RSP + 0x21],RDX
001023c2,MOV RDX,0x582e706d742e636c
001023cc,MOV qword ptr [RSP + 0x2a],RAX
001023d1,MOV RAX,0x5858585858582e
001023db,MOV qword ptr [RSP + 0x32],RDX
001023e0,MOV byte ptr [RSP + 0x29],0x0
001023e5,MOV qword ptr [RSP + 0x38],RAX
001023ea,MOV RDX,RBX
001023ed,MOV RSI,R13
001023f0,MOV EDI,EBP
001023f2,CALL 0x001022d0
001023f7,CMP EAX,-0x1
001023fa,JZ 0x00102493
00102400,SUB EAX,0x68
00102403,CMP EAX,0xe
00102406,JA 0x00102487
00102408,LEA RDX,[0x106240]
0010240f,MOVSXD RAX,dword ptr [RDX + RAX*0x4]
00102413,ADD RAX,RDX
00102416,JMP RAX
00102418,LEA RDI,[0x105090]
0010241f,CALL 0x001020c0
00102424,CALL 0x0010435f
00102429,LEA RDI,[0x1051bc]
00102430,CALL 0x001020c0
00102435,XOR EDI,EDI
00102437,JMP 0x00102482
00102439,MOV byte ptr [0x0010a695],0x1
00102440,JMP 0x001023ea
00102442,MOV byte ptr [0x0010a694],0x1
00102449,JMP 0x001023ea
0010244b,MOV RDX,qword ptr [0x0010a540]
00102452,CMP byte ptr [RDX],0x47
00102455,JNZ 0x00102468
00102457,LEA RDI,[RDX + 0x1]
0010245b,CALL 0x001022e0
00102460,MOV dword ptr [0x0010a1b4],EAX
00102466,JMP 0x001023ea
00102468,MOV RDI,qword ptr [0x0010a560]
0010246f,LEA RSI,[0x1051fe]
00102476,XOR EAX,EAX
00102478,CALL 0x001021b0
0010247d,MOV EDI,0x1
00102482,CALL 0x00102300
00102487,MOV EAX,dword ptr [0x0010a538]
0010248d,LEA R12D,[RAX + -0x2]
00102491,JMP 0x0010249d
00102493,MOV EAX,dword ptr [0x0010a538]
00102499,LEA R12D,[RAX + -0x1]
0010249d,MOV RAX,qword ptr [R13]
001024a1,MOV qword ptr [0x0010a668],RAX
001024a8,MOVSXD RAX,R12D
001024ab,LEA R13,[R13 + RAX*0x8]
001024b0,MOV RAX,qword ptr [R13 + 0x8]
001024b4,TEST RAX,RAX
001024b7,JNZ 0x001024cc
001024b9,LEA RDI,[0x105224]
001024c0,CALL 0x001020c0
001024c5,CALL 0x0010431f
001024ca,JMP 0x00102527
001024cc,CMP qword ptr [R13 + 0x10],0x0
001024d1,JNZ 0x00102535
001024d3,CMP byte ptr [RAX + 0x1],0x0
001024d7,JNZ 0x00102535
001024d9,MOV BL,byte ptr [RAX]
001024db,XOR EAX,EAX
001024dd,LEA EDX,[RBX + -0x65]
001024e0,CMP DL,0x1
001024e3,JA 0x001024ec
001024e5,CALL 0x0010432d
001024ea,MOV AL,0x1
001024ec,CMP BL,0x65
001024ef,SETZ R15B
001024f3,CMP BL,0x6c
001024f6,SETZ R14B
001024fa,OR R14B,R15B
001024fd,JZ 0x00102507
001024ff,CALL 0x00104353
00102504,MOV EAX,R14D
00102507,CMP BL,0x6f
0010250a,SETZ DL
0010250d,OR R15B,DL
00102510,JZ 0x0010251a
00102512,CALL 0x00104339
00102517,MOV EAX,R15D
0010251a,SUB EBX,0x63
0010251d,AND BL,0xfd
00102520,JNZ 0x00102531
00102522,CALL 0x00104347
00102527,CALL 0x0010435f
0010252c,JMP 0x00102435
00102531,TEST AL,AL
00102533,JNZ 0x00102527
00102535,MOV RDI,qword ptr [R13 + 0x8]
00102539,CMP byte ptr [RDI],0x40
0010253c,JNZ 0x00102574
0010253e,INC RDI
00102541,LEA RSI,[0x1054a9]
00102548,CALL 0x001022b0
0010254d,XOR EDX,EDX
0010254f,MOV RSI,qword ptr [0x0010a560]
00102556,LEA RDI,[0x105267]
0010255d,MOV qword ptr [0x0010a6b0],RAX
00102564,MOV qword ptr [RSP + 0x8],RDX
00102569,TEST RAX,RAX
0010256c,JNZ 0x00102624
00102572,JMP 0x001025b4
00102574,LEA R14,[RSP + 0x19]
00102579,MOV RDI,R14
0010257c,CALL 0x00102230
00102581,MOV qword ptr [RSP + 0x8],R14
00102586,MOV EBX,EAX
00102588,CMP EAX,-0x1
0010258b,JNZ 0x001025be
0010258d,LEA R14,[RSP + 0x2a]
00102592,MOV RDI,R14
00102595,CALL 0x00102230
0010259a,MOV qword ptr [RSP + 0x8],R14
0010259f,MOV EBX,EAX
001025a1,CMP EAX,-0x1
001025a4,JNZ 0x001025be
001025a6,MOV RSI,qword ptr [0x0010a560]
001025ad,LEA RDI,[0x10527a]
001025b4,CALL 0x00102150
001025b9,JMP 0x00102435
001025be,MOV RDI,qword ptr [RSP + 0x8]
001025c3,SUB EBP,R12D
001025c6,LEA R12,[0x105295]
001025cd,CALL 0x00102080
001025d2,MOV EDI,EBX
001025d4,LEA RSI,[0x105292]
001025db,MOV EBX,0x1
001025e0,CALL 0x00102260
001025e5,MOV qword ptr [0x0010a6b0],RAX
001025ec,MOV RDI,qword ptr [0x0010a6b0]
001025f3,CMP EBP,EBX
001025f5,JLE 0x0010260b
001025f7,MOV RDX,qword ptr [R13 + RBX*0x8]
001025fc,MOV RSI,R12
001025ff,XOR EAX,EAX
00102601,INC RBX
00102604,CALL 0x001021b0
00102609,JMP 0x001025ec
0010260b,MOV RSI,RDI
0010260e,MOV EDI,0xa
00102613,CALL 0x00102160
00102618,MOV RDI,qword ptr [0x0010a6b0]
0010261f,CALL 0x00102140
00102624,CALL 0x0010429a
00102629,LEA RDI,[0x10a5a0]
00102630,CALL 0x00102180
00102635,LEA RSI,[0x1027e9]
0010263c,MOV EDI,0x8
00102641,CALL 0x001021a0
00102646,CALL 0x00102807
0010264b,CMP qword ptr [0x0010a6b0],0x0
00102653,JZ 0x00102673
00102655,CMP qword ptr [RSP + 0x8],0x0
0010265b,JZ 0x00102667
0010265d,MOV RDI,qword ptr [RSP + 0x8]
00102662,CALL 0x00102080
00102667,MOV RDI,qword ptr [0x0010a6b0]
0010266e,CALL 0x00102100
00102673,ADD RSP,0x48
00102677,XOR EAX,EAX
00102679,POP RBX
0010267a,POP RBP
0010267b,POP R12
0010267d,POP R13
0010267f,POP R14
00102681,POP R15
00102683,RET
00102690,XOR EBP,EBP
00102692,MOV R9,RDX
00102695,POP RSI
00102696,MOV RDX,RSP
00102699,AND RSP,-0x10
0010269d,PUSH RAX
0010269e,PUSH RSP
0010269f,XOR R8D,R8D
001026a2,XOR ECX,ECX
001026a4,LEA RDI,[0x102380]
001026ab,CALL qword ptr [0x00109fc0]
001026b1,HLT
001026c0,LEA RDI,[0x10a520]
001026c7,LEA RAX,[0x10a520]
001026ce,CMP RAX,RDI
001026d1,JZ 0x001026e8
001026d3,MOV RAX,qword ptr [0x00109fc8]
001026da,TEST RAX,RAX
001026dd,JZ 0x001026e8
001026df,JMP RAX
001026e8,RET
001026f0,LEA RDI,[0x10a520]
001026f7,LEA RSI,[0x10a520]
001026fe,SUB RSI,RDI
00102701,MOV RAX,RSI
00102704,SHR RSI,0x3f
00102708,SAR RAX,0x3
0010270c,ADD RSI,RAX
0010270f,SAR RSI,0x1
00102712,JZ 0x00102728
00102714,MOV RAX,qword ptr [0x00109fd8]
0010271b,TEST RAX,RAX
0010271e,JZ 0x00102728
00102720,JMP RAX
00102728,RET
00102730,ENDBR64
00102734,CMP byte ptr [0x0010a568],0x0
0010273b,JNZ 0x00102768
0010273d,PUSH RBP
0010273e,CMP qword ptr [0x00109fe0],0x0
00102746,MOV RBP,RSP
00102749,JZ 0x00102757
0010274b,MOV RDI,qword ptr [0x0010a1a8]
00102752,CALL 0x00102370
00102757,CALL 0x001026c0
0010275c,MOV byte ptr [0x0010a568],0x1
00102763,POP RBP
00102764,RET
00102768,RET
00102770,ENDBR64
00102774,JMP 0x001026f0
00102779,PUSH RBX
0010277a,MOV RCX,RDI
0010277d,MOV RDX,qword ptr [0x0010a668]
00102784,MOV RBX,RSI
00102787,MOV RDI,qword ptr [0x0010a560]
0010278e,XOR EAX,EAX
00102790,LEA RSI,[0x105028]
00102797,CALL 0x001021b0
0010279c,TEST RBX,RBX
0010279f,JZ 0x001027b9
001027a1,MOV RDI,qword ptr [0x0010a560]
001027a8,MOV RDX,RBX
001027ab,LEA RSI,[0x10502b]
001027b2,XOR EAX,EAX
001027b4,CALL 0x001021b0
001027b9,MOV EDX,dword ptr [0x0010a1b0]
001027bf,LEA RSI,[0x10502f]
001027c6,XOR EAX,EAX
001027c8,POP RBX
001027c9,MOV RDI,qword ptr [0x0010a560]
001027d0,JMP 0x001021b0
001027d5,PUSH RAX
001027d6,CALL 0x00102779
001027db,XOR ESI,ESI
001027dd,LEA RDI,[0x10a5a0]
001027e4,CALL 0x00102270
001027e9,PUSH RAX
001027ea,XOR ESI,ESI
001027ec,LEA RDI,[0x10503e]
001027f3,CALL 0x001027d5
001027f8,PUSH RAX
001027f9,XOR ESI,ESI
001027fb,CALL 0x00102779
00102800,XOR EDI,EDI
00102802,CALL 0x00102300
00102807,PUSH R15
00102809,XOR R9D,R9D
0010280c,PUSH R14
0010280e,PUSH R13
00102810,XOR R13D,R13D
00102813,PUSH R12
00102815,MOV R12D,0xc8
0010281b,PUSH RBP
0010281c,PUSH RBX
0010281d,SUB RSP,0xd88
00102824,MOV dword ptr [0x0010a690],0xfffffffe
0010282e,LEA RBX,[RSP + 0x38]
00102833,LEA R14,[RSP + 0x100]
0010283b,MOV qword ptr [RSP + 0x8],R14
00102840,MOV RBP,RBX
00102843,MOV qword ptr [RSP + 0x20],RBX
00102848,LEA RAX,[RBP + R12*0x1 + -0x1]
0010284d,MOV byte ptr [RBX],R9B
00102850,CMP RBX,RAX
00102853,JC 0x0010291b
00102859,SUB RBX,RBP
0010285c,MOV dword ptr [RSP],R9D
00102860,LEA R15,[RBX + 0x1]
00102864,CMP R12,0x2710
0010286b,JZ 0x00102f1c
00102871,MOV EAX,0x2710
00102876,ADD R12,R12
00102879,CMP R12,RAX
0010287c,CMOVG R12,RAX
00102880,IMUL RDI,R12,0x11
00102884,ADD RDI,0xf
00102888,CALL 0x00102210
0010288d,MOV R10,RAX
00102890,TEST RAX,RAX
00102893,JZ 0x00102f1c
00102899,MOV RDI,RAX
0010289c,LEA RAX,[R12 + 0xf]
001028a1,MOV RCX,R15
001028a4,MOV RSI,RBP
001028a7,MOVSB.REP RDI,RSI
001028a9,CQO
001028ab,MOV ECX,0x10
001028b0,SHL R15,0x4
001028b4,IDIV RCX
001028b7,MOV RSI,qword ptr [RSP + 0x8]
001028bc,MOVSXD R9,dword ptr [RSP]
001028c0,MOV RCX,R15
001028c3,SHL RAX,0x4
001028c7,ADD RAX,R10
001028ca,MOV RDI,RAX
001028cd,MOVSB.REP RDI,RSI
001028cf,MOV RSI,qword ptr [RSP + 0x20]
001028d4,CMP RBP,RSI
001028d7,JZ 0x001028fd
001028d9,MOV RDI,RBP
001028dc,MOV qword ptr [RSP + 0x10],R10
001028e1,MOV dword ptr [RSP + 0x8],R9D
001028e6,MOV qword ptr [RSP],RAX
001028ea,CALL 0x00102030
001028ef,MOV R10,qword ptr [RSP + 0x10]
001028f4,MOVSXD R9,dword ptr [RSP + 0x8]
001028f9,MOV RAX,qword ptr [RSP]
001028fd,ADD RBX,R10
00102900,LEA RDX,[R10 + R12*0x1 + -0x1]
00102905,LEA R14,[RAX + R15*0x1 + -0x10]
0010290a,CMP RBX,RDX
0010290d,JNC 0x00102f3d
00102913,MOV qword ptr [RSP + 0x8],RAX
00102918,MOV RBP,R10
0010291b,CMP R9D,0x2
0010291f,JZ 0x00102f2f
00102925,MOVSXD R15,R9D
00102928,LEA RAX,[0x1064e0]
0010292f,MOVSX EDX,word ptr [RAX + R15*0x2]
00102934,CMP EDX,-0x15
00102937,JZ 0x00102a0c
0010293d,MOV EAX,dword ptr [0x0010a690]
00102943,CMP EAX,-0x2
00102946,JNZ 0x00102963
00102948,MOV dword ptr [RSP + 0x10],EDX
0010294c,MOV dword ptr [RSP],R9D
00102950,CALL 0x00103374
00102955,MOV EDX,dword ptr [RSP + 0x10]
00102959,MOVSXD R9,dword ptr [RSP]
0010295d,MOV dword ptr [0x0010a690],EAX
00102963,TEST EAX,EAX
00102965,JG 0x00102973
00102967,XOR EDI,EDI
00102969,XOR ECX,ECX
0010296b,MOV dword ptr [0x0010a690],EDI
00102971,JMP 0x001029b0
00102973,CMP EAX,0x100
00102978,JNZ 0x00102997
0010297a,MOV dword ptr [0x0010a690],0x101
00102984,LEA RDX,[0x106300]
0010298b,LEA RCX,[0x1063c0]
00102992,JMP 0x00102edd
00102997,MOV ECX,0x2
0010299c,CMP EAX,0x10d
001029a1,JA 0x001029b0
001029a3,CDQE
001029a5,LEA RCX,[0x106560]
001029ac,MOVSX ECX,byte ptr [RCX + RAX*0x1]
001029b0,LEA EAX,[RCX + RDX*0x1]
001029b3,CMP EAX,0xbb
001029b8,JA 0x00102a0c
001029ba,CDQE
001029bc,LEA RDX,[0x106300]
001029c3,MOVSX EDX,byte ptr [RDX + RAX*0x1]
001029c7,CMP EDX,ECX
001029c9,JNZ 0x00102a0c
001029cb,LEA RDX,[0x1063c0]
001029d2,MOVSX R9,byte ptr [RDX + RAX*0x1]
001029d7,TEST R9D,R9D
001029da,JG 0x001029e3
001029dc,MOV EAX,R9D
001029df,NEG EAX
001029e1,JMP 0x00102a37
001029e3,MOVAPS XMM0,xmmword ptr [0x0010a680]
001029ea,CMP R13D,0x1
001029ee,MOV dword ptr [0x0010a690],0xfffffffe
001029f8,ADC R13D,-0x1
001029fc,ADD R14,0x10
00102a00,MOVAPS xmmword ptr [R14],XMM0
00102a04,INC RBX
00102a07,JMP 0x00102848
00102a0c,LEA RAX,[0x1064a0]
00102a13,MOVSX EAX,byte ptr [RAX + R15*0x1]
00102a18,TEST EAX,EAX
00102a1a,JNZ 0x00102a37
00102a1c,TEST R13D,R13D
00102a1f,JNZ 0x00102e99
00102a25,INC dword ptr [0x0010a670]
00102a2b,LEA RDI,[0x105072]
00102a32,JMP 0x00102f23
00102a37,MOVSXD R15,EAX
00102a3a,LEA RDX,[0x106280]
00102a41,SUB EAX,0x6
00102a44,MOVSX ECX,byte ptr [RDX + R15*0x1]
00102a49,MOV EDX,0x1
00102a4e,SUB EDX,ECX
00102a50,MOV byte ptr [RSP],CL
00102a53,MOVSXD RDX,EDX
00102a56,SHL RDX,0x4
00102a5a,FLD tword ptr [R14 + RDX*0x1]
00102a5e,CMP EAX,0x1f
00102a61,JA 0x00102e2a
00102a67,LEA RDX,[0x1061c0]
00102a6e,MOVSXD RAX,dword ptr [RDX + RAX*0x4]
00102a72,ADD RAX,RDX
00102a75,JMP RAX
00102a77,FSTP tword ptr [RSP + 0x10]
00102a7b,PUSH qword ptr [R14 + 0x8]
00102a7f,PUSH qword ptr [R14]
00102a82,CALL 0x00104602
00102a87,JMP 0x00102b33
00102a8c,MOV RAX,qword ptr [R14]
00102a8f,FSTP tword ptr [RSP + 0x10]
00102a93,LEA RDI,[0x105057]
00102a9a,PUSH qword ptr [RAX + 0x18]
00102a9d,MOV RSI,qword ptr [RAX]
00102aa0,PUSH qword ptr [RAX + 0x10]
00102aa3,JMP 0x00102abc
00102aa5,MOV RAX,qword ptr [R14 + -0x20]
00102aa9,MOV RDX,qword ptr [R14]
00102aac,FSTP tword ptr [RSP + 0x10]
00102ab0,MOV RSI,qword ptr [RAX]
00102ab3,MOV RDI,qword ptr [RDX]
00102ab6,PUSH qword ptr [RAX + 0x18]
00102ab9,PUSH qword ptr [RAX + 0x10]
00102abc,CALL 0x0010436b
00102ac1,JMP 0x00102b33
00102ac3,MOV RAX,qword ptr [R14]
00102ac6,FSTP tword ptr [RSP + 0x10]
00102aca,LEA RDI,[0x105057]
00102ad1,MOV RSI,qword ptr [RAX]
00102ad4,LEA RDX,[RAX + 0x10]
00102ad8,JMP 0x00102aef
00102ada,MOV RAX,qword ptr [R14 + -0x20]
00102ade,MOV RCX,qword ptr [R14]
00102ae1,FSTP tword ptr [RSP + 0x10]
00102ae5,MOV RSI,qword ptr [RAX]
00102ae8,MOV RDI,qword ptr [RCX]
00102aeb,LEA RDX,[RAX + 0x10]
00102aef,CALL 0x001044ff
00102af4,JMP 0x00102b4f
00102af6,MOV RAX,qword ptr [R14]
00102af9,MOV RDX,qword ptr [R14 + -0x10]
00102afd,FSTP tword ptr [RSP + 0x10]
00102b01,MOV RDI,qword ptr [RAX + 0x10]
00102b05,XOR EAX,EAX
00102b07,CALL qword ptr [RDX + 0x10]
00102b0a,JMP 0x00102b4f
00102b0c,MOV RAX,qword ptr [R14]
00102b0f,FSTP tword ptr [RSP + 0x10]
00102b13,MOV RDX,qword ptr [R14 + -0x10]
00102b17,PUSH qword ptr [RAX + 0x18]
00102b1a,PUSH qword ptr [RAX + 0x10]
00102b1d,JMP 0x00102b2e
00102b1f,FSTP tword ptr [RSP + 0x10]
00102b23,MOV RDX,qword ptr [R14 + -0x10]
00102b27,PUSH qword ptr [R14 + 0x8]
00102b2b,PUSH qword ptr [R14]
00102b2e,XOR EAX,EAX
00102b30,CALL qword ptr [RDX + 0x10]
00102b33,POP RCX
00102b34,POP RSI
00102b35,JMP 0x00102b4f
00102b37,MOV RAX,qword ptr [R14]
00102b3a,FSTP tword ptr [RSP + 0x10]
00102b3e,MOV RSI,qword ptr [RAX]
00102b41,LEA RDI,[0x10502c]
00102b48,XOR EAX,EAX
00102b4a,CALL 0x00102130
00102b4f,FLD tword ptr [RSP + 0x10]
00102b53,JMP 0x00102e2a
00102b58,MOV RAX,qword ptr [R14]
00102b5b,FSTP tword ptr [RSP + 0x10]
00102b5f,MOV RSI,qword ptr [RAX + 0x10]
00102b63,JMP 0x00102b41
00102b65,FSTP ST0
00102b67,FLD tword ptr [R14]
00102b6a,MOV RAX,qword ptr [R14 + -0x20]
00102b6e,MOV word ptr [RAX + 0x8],0x103
00102b74,FLD ST0
00102b76,FSTP tword ptr [RAX + 0x10]
00102b79,JMP 0x00102e2a
00102b7e,MOV RDX,qword ptr [R14]
00102b81,MOV RAX,qword ptr [R14 + -0x20]
00102b85,MOV RDX,qword ptr [RDX]
00102b88,MOV word ptr [RAX + 0x8],0x10c
00102b8e,MOV qword ptr [RAX + 0x10],RDX
00102b92,JMP 0x00102e2a
00102b97,FSTP ST0
00102b99,MOV RAX,qword ptr [R14]
00102b9c,FLD tword ptr [RAX + 0x10]
00102b9f,JMP 0x00102e2a
00102ba4,FSTP ST0
00102ba6,MOV RDX,qword ptr [R14 + -0x30]
00102baa,PUSH qword ptr [R14 + -0x8]
00102bae,PUSH qword ptr [R14 + -0x10]
00102bb2,JMP 0x00102bc1
00102bb4,FSTP ST0
00102bb6,MOV RDX,qword ptr [R14 + -0x10]
00102bba,PUSH qword ptr [R14 + 0x8]
00102bbe,PUSH qword ptr [R14]
00102bc1,XOR EAX,EAX
00102bc3,CALL qword ptr [RDX + 0x10]
00102bc6,POP RAX
00102bc7,POP RDX
00102bc8,JMP 0x00102e2a
00102bcd,FSTP ST0
00102bcf,FLD tword ptr [R14]
00102bd2,FNSTCW word ptr [RSP + 0x2e]
00102bd6,MOV AX,word ptr [RSP + 0x2e]
00102bdb,OR AH,0xc
00102bde,MOV word ptr [RSP + 0x2c],AX
00102be3,FLDCW word ptr [RSP + 0x2c]
00102be7,FISTP qword ptr [RSP + 0x10]
00102beb,FLDCW word ptr [RSP + 0x2e]
00102bef,MOV RAX,qword ptr [RSP + 0x10]
00102bf4,NOT RAX
00102bf7,JMP 0x00102d48
00102bfc,FSTP ST0
00102bfe,FLD tword ptr [R14 + -0x20]
00102c02,FNSTCW word ptr [RSP + 0x2e]
00102c06,MOV AX,word ptr [RSP + 0x2e]
00102c0b,OR AH,0xc
00102c0e,MOV word ptr [RSP + 0x2c],AX
00102c13,FLDCW word ptr [RSP + 0x2c]
00102c17,FISTP qword ptr [RSP + 0x10]
00102c1b,FLDCW word ptr [RSP + 0x2e]
00102c1f,MOV RAX,qword ptr [RSP + 0x10]
00102c24,FLD tword ptr [R14]
00102c27,FLDCW word ptr [RSP + 0x2c]
00102c2b,FISTP qword ptr [RSP + 0x10]
00102c2f,FLDCW word ptr [RSP + 0x2e]
00102c33,MOV RDX,qword ptr [RSP + 0x10]
00102c38,OR RAX,RDX
00102c3b,JMP 0x00102d48
00102c40,FSTP ST0
00102c42,FLD tword ptr [R14 + -0x20]
00102c46,FNSTCW word ptr [RSP + 0x2e]
00102c4a,MOV AX,word ptr [RSP + 0x2e]
00102c4f,OR AH,0xc
00102c52,MOV word ptr [RSP + 0x2c],AX
00102c57,FLDCW word ptr [RSP + 0x2c]
00102c5b,FISTP qword ptr [RSP + 0x10]
00102c5f,FLDCW word ptr [RSP + 0x2e]
00102c63,MOV RAX,qword ptr [RSP + 0x10]
00102c68,FLD tword ptr [R14]
00102c6b,FLDCW word ptr [RSP + 0x2c]
00102c6f,FISTP qword ptr [RSP + 0x10]
00102c73,FLDCW word ptr [RSP + 0x2e]
00102c77,MOV RDX,qword ptr [RSP + 0x10]
00102c7c,AND RAX,RDX
00102c7f,JMP 0x00102d48
00102c84,FSTP ST0
00102c86,FLD tword ptr [R14 + -0x20]
00102c8a,FNSTCW word ptr [RSP + 0x2e]
00102c8e,MOV AX,word ptr [RSP + 0x2e]
00102c93,OR AH,0xc
00102c96,MOV word ptr [RSP + 0x2c],AX
00102c9b,FLDCW word ptr [RSP + 0x2c]
00102c9f,FISTP qword ptr [RSP + 0x10]
00102ca3,FLDCW word ptr [RSP + 0x2e]
00102ca7,MOV RAX,qword ptr [RSP + 0x10]
00102cac,FLD tword ptr [R14]
00102caf,FLDCW word ptr [RSP + 0x2c]
00102cb3,FISTP qword ptr [RSP + 0x10]
00102cb7,FLDCW word ptr [RSP + 0x2e]
00102cbb,MOV RDX,qword ptr [RSP + 0x10]
