Offset,Instruction
001022f0,JMP qword ptr [0x00109ec8]
001022f6,PUSH 0x2c
001022fb,JMP 0x00102020
00102300,JMP qword ptr [0x00109ed0]
00102306,PUSH 0x2d
0010230b,JMP 0x00102020
00102310,JMP qword ptr [0x00109ed8]
00102316,PUSH 0x2e
0010231b,JMP 0x00102020
00102320,JMP qword ptr [0x00109ee0]
00102326,PUSH 0x2f
0010232b,JMP 0x00102020
00102330,JMP qword ptr [0x00109ee8]
00102336,PUSH 0x30
0010233b,JMP 0x00102020
00102340,JMP qword ptr [0x00109ef0]
00102346,PUSH 0x31
0010234b,JMP 0x00102020
00102350,JMP qword ptr [0x00109ef8]
00102356,PUSH 0x32
0010235b,JMP 0x00102020
00102360,JMP qword ptr [0x00109f00]
00102366,PUSH 0x33
0010236b,JMP 0x00102020
00102370,JMP qword ptr [0x00109f08]
00102376,PUSH 0x34
0010237b,JMP 0x00102020
00102380,JMP qword ptr [0x00109f10]
00102386,PUSH 0x35
0010238b,JMP 0x00102020
00102390,JMP qword ptr [0x00109f18]
00102396,PUSH 0x36
0010239b,JMP 0x00102020
001023a0,JMP qword ptr [0x00109f20]
001023a6,PUSH 0x37
001023ab,JMP 0x00102020
001023b0,JMP qword ptr [0x00109f28]
001023b6,PUSH 0x38
001023bb,JMP 0x00102020
001023c0,JMP qword ptr [0x00109f30]
001023c6,PUSH 0x39
001023cb,JMP 0x00102020
001023d0,JMP qword ptr [0x00109f38]
001023d6,PUSH 0x3a
001023db,JMP 0x00102020
001023e0,JMP qword ptr [0x00109f40]
001023e6,PUSH 0x3b
001023eb,JMP 0x00102020
001023f0,JMP qword ptr [0x00109f48]
001023f6,PUSH 0x3c
001023fb,JMP 0x00102020
00102400,JMP qword ptr [0x00109f50]
00102406,PUSH 0x3d
0010240b,JMP 0x00102020
00102410,JMP qword ptr [0x00109f58]
00102416,PUSH 0x3e
0010241b,JMP 0x00102020
00102420,JMP qword ptr [0x00109f60]
00102426,PUSH 0x3f
0010242b,JMP 0x00102020
00102430,JMP qword ptr [0x00109f68]
00102436,PUSH 0x40
0010243b,JMP 0x00102020
00102440,JMP qword ptr [0x00109f70]
00102446,PUSH 0x41
0010244b,JMP 0x00102020
00102450,JMP qword ptr [0x00109f78]
00102456,PUSH 0x42
0010245b,JMP 0x00102020
00102460,JMP qword ptr [0x00109f80]
00102466,PUSH 0x43
0010246b,JMP 0x00102020
00102470,JMP qword ptr [0x00109f88]
00102476,PUSH 0x44
0010247b,JMP 0x00102020
00102480,JMP qword ptr [0x00109f90]
00102486,PUSH 0x45
0010248b,JMP 0x00102020
00102490,JMP qword ptr [0x00109f98]
00102496,PUSH 0x46
0010249b,JMP 0x00102020
001024a0,JMP qword ptr [0x00109fa0]
001024a6,PUSH 0x47
001024ab,JMP 0x00102020
001024b0,JMP qword ptr [0x00109fa8]
001024b6,PUSH 0x48
001024bb,JMP 0x00102020
001024c0,JMP qword ptr [0x00109fb0]
001024c6,PUSH 0x49
001024cb,JMP 0x00102020
001024d0,JMP qword ptr [0x00109fb8]
001024d6,PUSH 0x4a
001024db,JMP 0x00102020
001024e0,JMP qword ptr [0x00109fc0]
001024e6,PUSH 0x4b
001024eb,JMP 0x00102020
001024f0,JMP qword ptr [0x00109fe8]
00102500,LEA RDI,[0x1076e8]
00102507,CALL 0x001023f0
0010250c,MOV EDI,0x1
00102511,CALL 0x001020a0
00102516,LEA RDI,[0x107ad3]
0010251d,CALL 0x001023f0
00102522,MOV EDI,0x1
00102527,CALL 0x001020a0
0010252c,LEA RDI,[0x107abc]
00102533,CALL 0x001023f0
00102538,MOV EDI,0x1
0010253d,CALL 0x001020a0
00102542,LEA RDI,[0x1076b8]
00102549,CALL 0x001023f0
0010254e,MOV EDI,0x1
00102553,CALL 0x001020a0
00102558,LEA RDI,[0x107638]
0010255f,MOV dword ptr [RSP + 0x8],R10D
00102564,CALL 0x001023f0
00102569,CALL 0x00102080
0010256e,CMP dword ptr [RAX],0x0
00102571,JG 0x00103c1b
00102577,MOV R10D,dword ptr [RSP + 0x8]
0010257c,JMP 0x00102891
001025a0,ENDBR64
001025a4,PUSH R15
001025a6,PUSH R14
001025a8,PUSH R13
001025aa,PUSH R12
001025ac,PUSH RBP
001025ad,MOV EBP,EDI
001025af,LEA RDI,[0x107855]
001025b6,PUSH RBX
001025b7,SUB RSP,0x4a8
001025be,MOV R12,qword ptr FS:[0x28]
001025c7,MOV qword ptr [RSP + 0x498],R12
001025cf,MOV R12,RSI
001025d2,TEST EBP,EBP
001025d4,JLE 0x001025da
001025d6,MOV RDI,qword ptr [R12]
001025da,CALL 0x00102480
001025df,MOV qword ptr [RSP + 0x18],RAX
001025e4,MOV qword ptr [0x0010a1a0],RAX
001025eb,TEST RAX,RAX
001025ee,JZ 0x00104916
001025f4,LEA RAX,[0x1078ae]
001025fb,MOV dword ptr [RSP + 0x10],0x0
00102603,XOR R15D,R15D
00102606,LEA R14,[0x109800]
0010260d,MOV qword ptr [RSP + 0x8],RAX
00102612,LEA R13,[0x10788b]
00102619,LEA RBX,[0x107e18]
00102620,XOR R8D,R8D
00102623,MOV RCX,R14
00102626,MOV RDX,R13
00102629,MOV RSI,R12
0010262c,MOV EDI,EBP
0010262e,CALL 0x001021b0
00102633,CMP EAX,-0x1
00102636,JZ 0x001026d8
0010263c,SUB EAX,0x55
0010263f,CMP EAX,0x25
00102642,JA 0x00103c1b
00102648,MOVSXD RAX,dword ptr [RBX + RAX*0x4]
0010264c,ADD RAX,RBX
0010264f,JMP RAX
00102658,MOV dword ptr [0x0010a184],0x1
00102662,JMP 0x00102620
00102668,MOV dword ptr [0x0010a188],0x1
00102672,JMP 0x00102620
00102678,MOV dword ptr [0x0010a180],0x1
00102682,JMP 0x00102620
00102688,MOV RAX,qword ptr [0x0010a040]
0010268f,MOV qword ptr [RSP + 0x8],RAX
00102694,JMP 0x00102620
001026a0,MOV R15,qword ptr [0x0010a040]
001026a7,JMP 0x00102620
001026b0,MOV dword ptr [0x0010a188],0x1
001026ba,MOV dword ptr [0x0010a194],0x1
001026c4,MOV dword ptr [RSP + 0x10],0x1
001026cc,JMP 0x00102620
001026d8,MOV R10D,EAX
001026db,MOV EAX,dword ptr [0x0010a184]
001026e1,TEST EAX,EAX
001026e3,JNZ 0x00102a4b
001026e9,MOVSXD RAX,dword ptr [0x0010a020]
001026f0,CMP EAX,EBP
001026f2,JGE 0x00103bfc
001026f8,LEA EDX,[RAX + 0x1]
001026fb,CMP EDX,EBP
001026fd,JL 0x0010494b
00102703,MOV RBX,qword ptr [R12 + RAX*0x8]
00102707,MOV dword ptr [RSP + 0x20],R10D
0010270c,CALL 0x00105680
00102711,MOV RDI,qword ptr [RSP + 0x18]
00102716,MOV RSI,RBX
00102719,CALL 0x00106180
0010271e,MOV qword ptr [RSP + 0x18],RAX
00102723,TEST RAX,RAX
00102726,JZ 0x0010493c
0010272c,LEA RDI,[0x1077fb]
00102733,CALL 0x00102170
00102738,MOV R10D,dword ptr [RSP + 0x20]
0010273d,CMP EAX,-0x1
00102740,JZ 0x00104dce
00102746,MOV dword ptr [RSP + 0x20],R10D
0010274b,CALL 0x001056c0
00102750,MOV EDI,0x1b
00102755,CALL 0x001022d0
0010275a,MOV EAX,dword ptr [RSP + 0x10]
0010275e,MOV R10D,dword ptr [RSP + 0x20]
00102763,TEST EAX,EAX
00102765,JZ 0x00102a69
0010276b,TEST R15,R15
0010276e,JZ 0x00102b6a
00102774,LEA RSI,[RSP + 0x90]
0010277c,MOV RDI,R15
0010277f,MOV dword ptr [RSP + 0x20],R10D
00102784,CALL 0x001065b0
00102789,MOV R10D,dword ptr [RSP + 0x20]
0010278e,TEST EAX,EAX
00102790,JNZ 0x00104da5
00102796,LEA RAX,[RSP + 0x200]
0010279e,MOV EDI,dword ptr [RSP + 0x90]
001027a5,MOV dword ptr [RSP + 0x20],R10D
001027aa,MOV RSI,RAX
001027ad,MOV qword ptr [RSP + 0x50],RAX
001027b2,CALL 0x00102460
001027b7,MOV EAX,dword ptr [RSP + 0x218]
001027be,MOV R10D,dword ptr [RSP + 0x20]
001027c3,AND EAX,0xf000
001027c8,CMP EAX,0xc000
001027cd,JNZ 0x001049a8
001027d3,MOV R14D,dword ptr [RSP + 0x10]
001027d8,XOR R12D,R12D
001027db,TEST R14D,R14D
001027de,JZ 0x00102ad7
001027e4,MOV RAX,qword ptr [RSP + 0x90]
001027ec,MOV dword ptr [RSP + 0x8],R10D
001027f1,MOV EBX,EAX
001027f3,CMP EAX,0x2
001027f6,JLE 0x00103c1b
001027fc,MOV EDI,0x4
00102801,MOV EBP,0x3
00102806,CALL 0x00102400
0010280b,MOV R10D,dword ptr [RSP + 0x8]
00102810,LEA R13D,[RAX + -0x1]
00102814,CMP R13D,0x2
00102818,JLE 0x00102836
0010281a,MOV R14D,R10D
0010281d,NOP dword ptr [RAX]
00102820,CMP EBP,EBX
00102822,JZ 0x0010282b
00102824,MOV EDI,EBP
00102826,CALL 0x00102250
0010282b,ADD EBP,0x1
0010282e,CMP R13D,EBP
00102831,JGE 0x00102820
00102833,MOV R10D,R14D
00102836,XOR EAX,EAX
00102838,MOV ESI,0x2
0010283d,MOV dword ptr [RSP + 0x8],R10D
00102842,LEA RDI,[0x107a9a]
00102849,CALL 0x001023a0
0010284e,MOV R10D,dword ptr [RSP + 0x8]
00102853,TEST EAX,EAX
00102855,MOV EBX,EAX
00102857,JS 0x00104f1c
0010285d,XOR ESI,ESI
0010285f,MOV EDI,EAX
00102861,MOV dword ptr [RSP + 0x8],R10D
00102866,CALL 0x001021c0
0010286b,MOV ESI,0x1
00102870,MOV EDI,EBX
00102872,CALL 0x001021c0
00102877,MOV ESI,0x2
0010287c,MOV EDI,EBX
0010287e,CALL 0x001021c0
00102883,CMP EBX,0x2
00102886,MOV R10D,dword ptr [RSP + 0x8]
0010288b,JG 0x00102b59
00102891,MOV dword ptr [RSP + 0x8],R10D
00102896,CALL 0x00102270
0010289b,LEA RDI,[0x1077fb]
001028a2,CALL 0x00102170
001028a7,MOV R10D,dword ptr [RSP + 0x8]
001028ac,CMP EAX,-0x1
001028af,JZ 0x00104982
001028b5,LEA RBX,[RSP + 0x170]
001028bd,MOV dword ptr [RSP + 0x8],R10D
001028c2,MOV RDI,RBX
001028c5,CALL 0x00102310
001028ca,MOV RSI,RBX
001028cd,XOR EDX,EDX
001028cf,XOR EDI,EDI
001028d1,CALL 0x00102040
001028d6,MOV EBP,dword ptr [RSP + 0x8]
001028da,MOV dword ptr [0x0010a184],0x1
001028e4,LEA RBX,[RSP + 0x390]
001028ec,MOV dword ptr [0x0010a180],0x1
001028f6,MOV EDI,dword ptr [RSP + 0x90]
001028fd,XOR ECX,ECX
001028ff,MOV EDX,0x10
00102904,MOV RSI,RBX
00102907,CALL 0x00102060
0010290c,TEST EAX,EAX
0010290e,JZ 0x0010291c
00102910,JNS 0x001028f6
00102912,CALL 0x00102080
00102917,CMP dword ptr [RAX],0x4
0010291a,JZ 0x001028f6
0010291c,MOV RDI,qword ptr [RSP + 0x18]
00102921,MOV dword ptr [RSP + 0x8],EBP
00102925,CALL 0x00102480
0010292a,MOV R10D,dword ptr [RSP + 0x8]
0010292f,TEST RAX,RAX
00102932,MOV RBX,RAX
00102935,JZ 0x0010495c
0010293b,LEA RSI,[RSP + 0xb0]
00102943,MOV RDI,RAX
00102946,MOV dword ptr [RSP + 0x8],R10D
0010294b,CALL 0x001052b0
00102950,MOV R10D,dword ptr [RSP + 0x8]
00102955,CMP EAX,-0x1
00102958,JZ 0x00102a06
0010295e,MOVQ XMM0,qword ptr [RSP + 0xb0]
00102967,MOV RDI,qword ptr [RSP + 0x50]
0010296c,MOV dword ptr [RSP + 0x8],R10D
00102971,MOV qword ptr [RSP + 0x210],R12
00102979,MOVHPS XMM0,qword ptr [RSP + 0x18]
0010297e,MOVAPS xmmword ptr [RSP + 0x200],XMM0
00102986,CALL 0x001050c0
0010298b,MOV R10D,dword ptr [RSP + 0x8]
00102990,CMP EAX,-0x1
00102993,MOV EDI,EAX
00102995,JZ 0x00104649
0010299b,LEA RBP,[RSP + 0xa0]
001029a3,MOV EDX,0x80000000
001029a8,MOV dword ptr [RSP + 0x8],R10D
001029ad,MOV RSI,RBP
001029b0,CALL 0x001023c0
001029b5,MOV R10D,dword ptr [RSP + 0x8]
001029ba,ADD EAX,0x1
001029bd,JZ 0x001049d6
001029c3,MOV R8D,dword ptr [RSP + 0xa0]
001029cb,TEST R8B,0x7f
001029cf,JNZ 0x00104623
001029d5,AND R8D,0xff00
001029dc,MOV dword ptr [RSP + 0x8],R10D
001029e1,JNZ 0x00102a06
001029e3,MOV RDI,qword ptr [RSP + 0x18]
001029e8,XOR ESI,ESI
001029ea,XOR EAX,EAX
001029ec,CALL 0x001023a0
001029f1,MOV R10D,dword ptr [RSP + 0x8]
001029f6,CMP EAX,-0x1
001029f9,JZ 0x001039fd
001029ff,MOV EDI,EAX
00102a01,CALL 0x00102250
00102a06,MOV RDI,RBX
00102a09,CALL 0x00102050
00102a0e,MOV RDI,R12
00102a11,CALL 0x00102050
00102a16,MOV RDI,qword ptr [RSP + 0x18]
00102a1b,CALL 0x00102050
00102a20,MOV RAX,qword ptr [RSP + 0x498]
00102a28,SUB RAX,qword ptr FS:[0x28]
00102a31,JNZ 0x00104911
00102a37,ADD RSP,0x4a8
00102a3e,XOR EAX,EAX
00102a40,POP RBX
00102a41,POP RBP
00102a42,POP R12
00102a44,POP R13
00102a46,POP R14
00102a48,POP R15
00102a4a,RET
00102a4b,CMP dword ptr [0x0010a188],0x0
00102a52,JNZ 0x001026e9
00102a58,MOV RCX,qword ptr [RSP + 0x18]
00102a5d,LEA RDX,[0x1071f8]
00102a64,JMP 0x00103c08
00102a69,CMP dword ptr [0x0010a188],0x0
00102a70,JZ 0x0010276b
00102a76,XOR R12D,R12D
00102a79,MOV dword ptr [RSP + 0x8],R10D
00102a7e,CALL 0x00102220
00102a83,MOV EBX,dword ptr [0x0010a184]
00102a89,TEST EAX,EAX
00102a8b,JZ 0x00103647
00102a91,XOR ESI,ESI
00102a93,TEST EBX,EBX
00102a95,MOV RDI,qword ptr [RSP + 0x18]
00102a9a,SETNZ SIL
00102a9e,ADD ESI,ESI
00102aa0,CALL 0x00102120
00102aa5,ADD EAX,0x1
00102aa8,JNZ 0x00102a0e
00102aae,CMP dword ptr [0x0010a180],0x0
00102ab5,JZ 0x00103f0a
00102abb,MOV RDI,R12
00102abe,CALL 0x00102050
00102ac3,MOV RDI,qword ptr [RSP + 0x18]
00102ac8,CALL 0x00102050
00102acd,MOV EDI,0x1
00102ad2,CALL 0x00102420
00102ad7,LEA RBX,[0x1078da]
00102ade,MOV dword ptr [RSP + 0x20],R10D
00102ae3,CALL 0x00105680
00102ae8,XOR EAX,EAX
00102aea,MOV ESI,0x2
00102aef,MOV RDI,RBX
00102af2,CALL 0x001023a0
00102af7,MOV dword ptr [RSP + 0x5c],EAX
00102afb,ADD EAX,0x1
00102afe,JNZ 0x00102baf
00102b04,CALL 0x00102080
00102b09,MOV EDI,dword ptr [RAX]
00102b0b,CMP EDI,0x13
00102b0e,JZ 0x00103b36
00102b14,CMP EDI,0x2
00102b17,JZ 0x00103b36
00102b1d,MOV RBP,qword ptr [0x0010a1a0]
00102b24,CALL 0x00102490
00102b29,MOV RDI,qword ptr [0x0010a060]
00102b30,MOV R8,RBX
00102b33,LEA RDX,[0x10780a]
00102b3a,MOV R9,RAX
00102b3d,MOV RCX,RBP
00102b40,MOV ESI,0x1
00102b45,XOR EAX,EAX
00102b47,CALL 0x00102450
00102b4c,CALL 0x001056c0
00102b51,XOR R12D,R12D
00102b54,JMP 0x00102abb
00102b59,MOV EDI,EBX
00102b5b,CALL 0x00102250
00102b60,MOV R10D,dword ptr [RSP + 0x8]
00102b65,JMP 0x00102891
00102b6a,LEA RDI,[0x1078af]
00102b71,MOV dword ptr [RSP + 0x20],R10D
00102b76,CALL 0x00102030
00102b7b,MOV R10D,dword ptr [RSP + 0x20]
00102b80,TEST RAX,RAX
00102b83,MOV R15,RAX
00102b86,JNZ 0x00102774
00102b8c,MOV RCX,qword ptr [0x0010a1a0]
00102b93,MOV RDI,qword ptr [0x0010a060]
00102b9a,LEA RDX,[0x107278]
00102ba1,XOR EAX,EAX
00102ba3,MOV ESI,0x1
00102ba8,CALL 0x00102450
00102bad,JMP 0x00102b51
00102baf,MOV RDI,RBX
00102bb2,CALL 0x00102480
00102bb7,MOV R10D,dword ptr [RSP + 0x20]
00102bbc,TEST RAX,RAX
00102bbf,MOV qword ptr [RSP + 0x60],RAX
00102bc4,JZ 0x00104d73
00102bca,MOV dword ptr [RSP + 0x20],R10D
00102bcf,CALL 0x001056c0
00102bd4,CMP dword ptr [RSP + 0x5c],-0x1
00102bd9,MOV R10D,dword ptr [RSP + 0x20]
00102bde,JL 0x00103b3b
00102be4,LEA R12,[0x107902]
00102beb,MOV dword ptr [RSP + 0x20],R10D
00102bf0,CALL 0x00105680
00102bf5,MOV RSI,R12
00102bf8,LEA RDI,[0x1078e4]
00102bff,CALL 0x001022e0
00102c04,MOV R10D,dword ptr [RSP + 0x20]
00102c09,TEST RAX,RAX
00102c0c,MOV RBP,RAX
00102c0f,JZ 0x00104e68
00102c15,LEA RBX,[RSP + 0x390]
00102c1d,MOV RDX,RAX
00102c20,MOV ESI,0x100
00102c25,MOV dword ptr [RSP + 0x20],R10D
00102c2a,MOV RDI,RBX
00102c2d,MOV R14D,0x1
00102c33,CALL 0x00102280
00102c38,MOV R10D,dword ptr [RSP + 0x20]
00102c3d,TEST RAX,RAX
00102c40,JZ 0x00102cd5
00102c46,MOV R15D,R10D
00102c49,MOV RDI,RBX
00102c4c,CALL 0x00102150
00102c51,CMP byte ptr [RSP + RAX*0x1 + 0x38f],0xa
00102c59,JZ 0x00103577
00102c5f,MOV RDX,RBP
00102c62,MOV ESI,0x100
00102c67,MOV RDI,RBX
00102c6a,CALL 0x00102280
00102c6f,TEST RAX,RAX
00102c72,JZ 0x00103a35
00102c78,MOV RDI,RBX
00102c7b,CALL 0x00102150
00102c80,CMP byte ptr [RSP + RAX*0x1 + 0x38f],0xa
00102c88,JNZ 0x00102c5f
00102c8a,MOV RCX,qword ptr [0x0010a1a0]
00102c91,MOV RDI,qword ptr [0x0010a060]
00102c98,XOR EAX,EAX
00102c9a,MOV R9D,R14D
00102c9d,LEA R8,[0x1078e4]
00102ca4,LEA RDX,[0x107348]
00102cab,MOV ESI,0x1
00102cb0,CALL 0x00102450
00102cb5,MOV RDX,RBP
00102cb8,MOV ESI,0x100
00102cbd,MOV RDI,RBX
00102cc0,ADD R14D,0x1
00102cc4,CALL 0x00102280
00102cc9,TEST RAX,RAX
00102ccc,JNZ 0x00102c49
00102cd2,MOV R10D,R15D
00102cd5,MOV RDI,RBP
00102cd8,MOV dword ptr [RSP + 0x20],R10D
00102cdd,CALL 0x001020e0
00102ce2,MOV R10D,dword ptr [RSP + 0x20]
00102ce7,TEST EAX,EAX
00102ce9,JNZ 0x00104e36
00102cef,MOV RDI,RBP
00102cf2,MOV dword ptr [RSP + 0x20],R10D
00102cf7,CALL 0x00102130
00102cfc,MOV R10D,dword ptr [RSP + 0x20]
00102d01,MOV dword ptr [RSP + 0x20],R10D
00102d06,CALL 0x00102190
00102d0b,MOV R10D,dword ptr [RSP + 0x20]
00102d10,TEST EAX,EAX
00102d12,JZ 0x00102dbd
00102d18,CMP dword ptr [0x0010a010],-0x1
00102d1f,JZ 0x00102dbd
00102d25,LEA R14,[0x107930]
00102d2c,MOV RSI,R12
00102d2f,XOR EBX,EBX
00102d31,MOV RDI,R14
00102d34,LEA R12,[0x1078df]
00102d3b,LEA R13,[0x10793a]
00102d42,CALL 0x00102350
00102d47,MOV R10D,dword ptr [RSP + 0x20]
00102d4c,TEST RAX,RAX
00102d4f,MOV RBP,RAX
00102d52,JZ 0x00104c80
00102d58,MOV R14D,R10D
00102d5b,MOV RDI,RBP
00102d5e,CALL 0x00102340
00102d63,TEST RAX,RAX
00102d66,JZ 0x00102d9f
00102d68,MOV R15,qword ptr [RAX + 0x10]
00102d6c,MOV RSI,R12
00102d6f,MOV RDI,R15
00102d72,CALL 0x001022a0
00102d77,TEST EAX,EAX
00102d79,JZ 0x00102d8f
00102d7b,MOV EDX,0x5
00102d80,MOV RSI,R13
00102d83,MOV RDI,R15
00102d86,CALL 0x00102090
00102d8b,TEST EAX,EAX
00102d8d,JNZ 0x00102d5b
00102d8f,MOV RDI,RBP
00102d92,ADD EBX,0x1
00102d95,CALL 0x00102340
00102d9a,TEST RAX,RAX
00102d9d,JNZ 0x00102d68
00102d9f,MOV RDI,RBP
00102da2,MOV dword ptr [RSP + 0x20],R14D
00102da7,CALL 0x00102070
00102dac,MOV R10D,dword ptr [RSP + 0x20]
00102db1,CMP dword ptr [0x0010a010],EBX
00102db7,JLE 0x001041b1
00102dbd,MOV RBX,qword ptr [RSP + 0x8]
00102dc2,MOV dword ptr [RSP + 0x20],R10D
00102dc7,MOV RDI,RBX
00102dca,CALL 0x00102150
00102dcf,MOV EDI,0x1
00102dd4,LEA R12,[RAX + 0x1]
00102dd8,MOV RSI,R12
00102ddb,CALL 0x00102290
00102de0,MOV RSI,R12
00102de3,MOV EDI,0x1
00102de8,MOV R14,RAX
00102deb,MOV qword ptr [RSP + 0x38],RAX
00102df0,CALL 0x00102290
00102df5,TEST R14,R14
00102df8,MOV RCX,RAX
00102dfb,MOV qword ptr [RSP + 0x40],RAX
00102e00,SETZ AL
00102e03,TEST RCX,RCX
00102e06,SETZ DL
00102e09,OR AL,DL
00102e0b,JNZ 0x00104cfe
00102e11,LEA R14,[RBX + R12*0x1]
00102e15,MOV R10D,dword ptr [RSP + 0x20]
00102e1a,CMP RBX,R14
00102e1d,JNC 0x00102fac
00102e23,MOV qword ptr [RSP + 0x28],R12
00102e28,MOV R13,qword ptr [RSP + 0x8]
00102e2d,MOV qword ptr [RSP + 0x30],R12
00102e32,MOV dword ptr [RSP + 0x68],R10D
00102e37,MOV qword ptr [RSP + 0x20],R14
00102e3c,JMP 0x00102e8d
00102e40,MOV RBX,qword ptr [RSP + 0x30]
00102e45,MOV RDI,qword ptr [RSP + 0x40]
00102e4a,MOV R15D,0x1
00102e50,CMP RBX,R12
00102e53,JC 0x00102ef6
00102e59,SUB RBX,RBP
00102e5c,JS 0x00102f1d
00102e62,MOV RDX,RBP
00102e65,MOV RSI,R13
00102e68,CALL 0x00102240
00102e6d,TEST R15B,R15B
00102e70,JZ 0x00102f90
00102e76,MOV RAX,qword ptr [RSP + 0x20]
00102e7b,LEA R13,[R14 + 0x1]
00102e7f,MOV qword ptr [RSP + 0x30],RBX
00102e84,CMP R13,RAX
00102e87,JNC 0x00102fa7
00102e8d,MOV ESI,0x2c
00102e92,MOV RDI,R13
00102e95,CALL 0x001021d0
00102e9a,MOV RCX,qword ptr [RSP + 0x8]
00102e9f,MOV RDX,R12
00102ea2,MOV RDI,R13
00102ea5,TEST RAX,RAX
00102ea8,MOV R14,RAX
