Offset,Instruction
001027fb,CALL 0x001022a0
00102800,MOV R12,RAX
00102803,TEST RAX,RAX
00102806,JZ 0x0010340f
0010280c,TEST byte ptr [RAX + 0x22],0x1
00102810,JZ 0x0010281f
00102812,CMP dword ptr [0x0010a0e0],0x0
00102819,JZ 0x001033fe
0010281f,MOV RDI,R12
00102822,CALL 0x00102380
00102827,TEST EAX,EAX
00102829,JNZ 0x00103297
0010282f,MOV RDX,qword ptr [0x0010a0c0]
00102836,XOR ESI,ESI
00102838,MOV RDI,R12
0010283b,CALL 0x001021f0
00102840,MOV qword ptr [RSP + 0x8],RAX
00102845,TEST RAX,RAX
00102848,JZ 0x00103270
0010284e,CMP dword ptr [0x0010a0d0],0x0
00102855,JZ 0x00102a9e
0010285b,MOV RDI,qword ptr [RSP + 0x8]
00102860,CALL 0x00102290
00102865,TEST EAX,EAX
00102867,JNZ 0x0010335f
0010286d,XOR ESI,ESI
0010286f,MOV RDI,R12
00102872,LEA RBP,[0x1077e6]
00102879,CALL 0x00102070
0010287e,TEST EAX,EAX
00102880,JNZ 0x00102a3d
00102886,CMP dword ptr [0x0010a0a8],0x0
0010288d,JNZ 0x00102a2c
00102893,XOR R8D,R8D
00102896,XOR EAX,EAX
00102898,LEA R9,[0x106590]
0010289f,MOV RSI,RBX
001028a2,MOV ECX,0x4
001028a7,MOV EDX,0x387
001028ac,MOV RDI,RBP
001028af,CALL 0x00102060
001028b4,MOV RAX,qword ptr [RSP + 0x98]
001028bc,SUB RAX,qword ptr FS:[0x28]
001028c5,JNZ 0x00103386
001028cb,ADD RSP,0xa8
001028d2,XOR EAX,EAX
001028d4,POP RBX
001028d5,POP RBP
001028d6,POP R12
001028d8,POP R13
001028da,POP R14
001028dc,POP R15
001028de,RET
001028df,MOV R15,qword ptr [RBP + RAX*0x8]
001028e4,LEA EDX,[RAX + 0x1]
001028e7,LEA R14,[RSP + 0x90]
001028ef,MOV dword ptr [0x0010a050],EDX
001028f5,MOV RSI,R14
001028f8,XOR EDX,EDX
001028fa,MOV RDI,R15
001028fd,CALL 0x00102030
00102902,MOV RDX,RAX
00102905,MOV RAX,qword ptr [RSP + 0x90]
0010290d,CMP byte ptr [RAX],0x0
00102910,JNZ 0x001029d3
00102916,TEST RDX,RDX
00102919,JZ 0x001029d3
0010291f,CMP RDX,-0x1
00102923,JZ 0x001029bb
00102929,MOVSXD RAX,dword ptr [0x0010a050]
00102930,MOV dword ptr [0x0010a0b8],EDX
00102936,CMP R12D,EAX
00102939,JNZ 0x00102958
0010293b,LEA RBP,[0x10a048]
00102942,XOR R8D,R8D
00102945,MOV qword ptr [0x0010a0b0],RBP
0010294c,MOV dword ptr [0x0010a0a8],R8D
00102953,JMP 0x00102743
00102958,MOV RBP,qword ptr [RBP + RAX*0x8]
0010295d,LEA EDX,[RAX + 0x1]
00102960,LEA RSI,[0x10a0b0]
00102967,MOV dword ptr [0x0010a050],EDX
0010296d,MOV RDI,RBP
00102970,CALL 0x001022e0
00102975,MOV dword ptr [0x0010a0a8],EAX
0010297b,TEST EAX,EAX
0010297d,JS 0x001033de
00102983,MOV EAX,dword ptr [0x0010a050]
00102989,MOV qword ptr [RSP + 0x90],RBP
00102991,LEA RBP,[0x10a048]
00102998,ADD EAX,0x1
0010299b,MOV dword ptr [0x0010a050],EAX
001029a1,CMP R12D,EAX
001029a4,JZ 0x00102743
001029aa,MOV EDI,0x1
001029af,CALL 0x001035f0
001029b4,XOR EDI,EDI
001029b6,CALL 0x001035f0
001029bb,MOV qword ptr [RSP + 0x8],RDX
001029c0,CALL 0x00102090
001029c5,MOV RDX,qword ptr [RSP + 0x8]
001029ca,CMP dword ptr [RAX],0x22
001029cd,JNZ 0x00102929
001029d3,CALL 0x00102090
001029d8,MOV EDI,dword ptr [RAX]
001029da,CALL 0x00102370
001029df,MOV RSI,R15
001029e2,LEA RDI,[0x106308]
001029e9,MOV RDX,RAX
001029ec,XOR EAX,EAX
001029ee,CALL 0x00103660
001029f3,PUSH R13
001029f5,LEA RBP,[0x1077e6]
001029fc,XOR R8D,R8D
001029ff,MOV RSI,RBX
00102a02,PUSH qword ptr [0x0010a0c8]
00102a08,MOV ECX,0x100
00102a0d,MOV RDI,RBP
00102a10,XOR EAX,EAX
00102a12,LEA R9,[0x1063a8]
00102a19,MOV EDX,0x346
00102a1e,CALL 0x00102060
00102a23,POP R14
00102a25,POP R15
00102a27,JMP 0x001027d6
00102a2c,MOV RDI,qword ptr [0x0010a0b0]
00102a33,CALL 0x00102170
00102a38,JMP 0x00102893
00102a3d,PUSH RAX
00102a3e,MOV ECX,0x100
00102a43,MOV EDX,0x381
00102a48,XOR R8D,R8D
00102a4b,PUSH qword ptr [0x0010a0c8]
00102a51,MOV RSI,RBX
00102a54,MOV RDI,RBP
00102a57,XOR EAX,EAX
00102a59,LEA R9,[0x107432]
00102a60,CALL 0x00102060
00102a65,POP RDX
00102a66,POP RCX
00102a67,JMP 0x00102886
00102a6c,LEA RBP,[0x1077e6]
00102a73,MOV RSI,RBX
00102a76,XOR R8D,R8D
00102a79,XOR EAX,EAX
00102a7b,LEA R9,[0x107391]
00102a82,MOV ECX,0x4
00102a87,MOV EDX,0x352
00102a8c,MOV RDI,RBP
00102a8f,CALL 0x00102060
00102a94,MOV ESI,0x1
00102a99,JMP 0x001027f4
00102a9e,MOV ECX,dword ptr [0x0010a0a8]
00102aa4,MOV RDX,qword ptr [0x0010a0b0]
00102aab,MOV ESI,dword ptr [0x0010a0b8]
00102ab1,MOV RDI,qword ptr [RSP + 0x8]
00102ab6,MOV RBP,qword ptr [0x0010a098]
00102abd,MOV R15,qword ptr [0x0010a0a0]
00102ac4,CALL 0x00102250
00102ac9,MOV R14,RAX
00102acc,TEST RAX,RAX
00102acf,JZ 0x0010338b
00102ad5,MOV RDI,qword ptr [RSP + 0x8]
00102ada,XOR ESI,ESI
00102adc,TEST byte ptr [RAX + 0x14],0x1
00102ae0,JZ 0x00102bbc
00102ae6,CALL 0x00102340
00102aeb,MOV RDX,RAX
00102aee,LEA RAX,[0x1062e0]
00102af5,TEST RDX,RDX
00102af8,JZ 0x00102bcb
00102afe,PUSH RCX
00102aff,MOV RSI,RBX
00102b02,LEA RDI,[0x1077c8]
00102b09,XOR R8D,R8D
00102b0c,PUSH RAX
00102b0d,LEA R9,[0x107267]
00102b14,MOV ECX,0x80
00102b19,XOR EAX,EAX
00102b1b,MOV EDX,0x304
00102b20,CALL 0x00102060
00102b25,POP RSI
00102b26,POP RDI
00102b27,MOV RDI,R14
00102b2a,CALL 0x001021d0
00102b2f,JMP 0x0010285b
00102b34,LEA R9,[0x106350]
00102b3b,XOR R8D,R8D
00102b3e,MOV RSI,RBX
00102b41,MOV RDI,R13
00102b44,MOV ECX,0x10
00102b49,MOV EDX,0x189
00102b4e,XOR EAX,EAX
00102b50,CALL 0x00102060
00102b55,JMP 0x001027ac
00102b5a,PUSH R11
00102b5c,LEA RBP,[0x1077e6]
00102b63,XOR R8D,R8D
00102b66,XOR EAX,EAX
00102b68,MOV RDI,RBP
00102b6b,MOV ECX,0x80
00102b70,MOV EDX,0x349
00102b75,MOV RSI,RBX
00102b78,PUSH qword ptr [0x0010a0c8]
00102b7e,LEA R9,[0x10736f]
00102b85,CALL 0x00102060
00102b8a,CMP dword ptr [0x0010a0e0],0x0
00102b91,POP RBP
00102b92,POP R12
00102b94,JZ 0x001033c2
00102b9a,MOV RCX,qword ptr [0x0010a080]
00102ba1,MOV EDX,0x3a
00102ba6,MOV ESI,0x1
00102bab,LEA RDI,[0x1063d8]
00102bb2,CALL 0x00102310
00102bb7,JMP 0x001027d6
00102bbc,CALL 0x00102340
00102bc1,MOV qword ptr [RSP + 0x48],RAX
00102bc6,TEST RAX,RAX
00102bc9,JNZ 0x00102bd7
00102bcb,LEA RAX,[0x1062b8]
00102bd2,JMP 0x00102afe
00102bd7,MOV RCX,qword ptr [RSP + 0x8]
00102bdc,MOV RAX,qword ptr [R14 + 0x30]
00102be0,CMP qword ptr [R14],0x0
00102be4,MOV RCX,qword ptr [RCX + 0x40]
00102be8,MOV qword ptr [RSP + 0x78],RAX
00102bed,MOV qword ptr [RSP + 0x80],RCX
00102bf5,JZ 0x00102e48
00102bfb,MOV RDI,R14
00102bfe,CALL 0x001022b0
00102c03,TEST EAX,EAX
00102c05,JNZ 0x00102e0f
00102c0b,MOV RSI,qword ptr [R14]
00102c0e,MOV EAX,0x1
00102c13,TEST RSI,RSI
00102c16,JZ 0x00102e44
00102c1c,IMUL RCX,RAX,0x18
00102c20,MOV RDX,RAX
00102c23,ADD RAX,0x1
00102c27,CMP qword ptr [RSI + RCX*0x1 + -0x8],0x0
00102c2d,JNZ 0x00102c1c
00102c2f,MOVSXD RDX,EDX
00102c32,MOV qword ptr [RSP + 0x10],RSI
00102c37,IMUL R13,RDX,0x18
00102c3b,MOV RDI,R13
00102c3e,CALL 0x00102240
00102c43,MOV qword ptr [RSP + 0x50],RAX
00102c48,MOV RDI,RAX
00102c4b,TEST RAX,RAX
00102c4e,JZ 0x00102e0f
00102c54,MOV RSI,qword ptr [RSP + 0x10]
00102c59,MOV RDX,R13
00102c5c,CALL 0x00102210
00102c61,MOV RAX,qword ptr [R14 + 0x30]
00102c65,MOV RCX,qword ptr [R14 + 0x38]
00102c69,MOV R13,qword ptr [R14 + 0x40]
00102c6d,MOV qword ptr [RSP + 0x58],RCX
00102c72,CMP R15,RAX
00102c75,JGE 0x001031af
00102c7b,ADD RBP,R15
00102c7e,CMP RAX,RBP
00102c81,JGE 0x00102e87
00102c87,MOV RSI,RBP
00102c8a,MOV RDI,R14
00102c8d,CALL 0x00102120
00102c92,TEST EAX,EAX
00102c94,JZ 0x00102e87
00102c9a,MOV qword ptr [R14 + 0x40],R13
00102c9e,MOV RAX,qword ptr [RSP + 0x58]
00102ca3,MOV qword ptr [R14 + 0x38],RAX
00102ca7,CALL 0x00102090
00102cac,MOV R15,qword ptr [R14]
00102caf,MOV qword ptr [RSP + 0x18],R12
00102cb4,MOVQ XMM0,qword ptr [RSP + 0x80]
00102cbd,MOV R13D,dword ptr [RAX]
00102cc0,MOV RBP,RAX
00102cc3,MOV RAX,qword ptr [RSP + 0x8]
00102cc8,MOVHPS XMM0,qword ptr [RSP + 0x78]
00102ccd,MOVUPS xmmword ptr [RAX + 0x40],XMM0
00102cd1,MOV RAX,qword ptr [R14 + 0x8]
00102cd5,MOV RAX,qword ptr [RAX + 0x10]
00102cd9,MOV qword ptr [RSP + 0x10],RAX
00102cde,MOV RAX,R15
00102ce1,MOV R15D,R13D
00102ce4,MOV R13,RBP
00102ce7,MOV RBP,RAX
00102cea,JMP 0x00102cf0
00102cec,ADD RBP,0x18
00102cf0,CMP qword ptr [RBP + 0x10],0x0
00102cf5,JZ 0x00102e54
00102cfb,CMP qword ptr [RBP + 0x8],-0x1
00102d00,JZ 0x00102cec
00102d02,MOV RDI,qword ptr [RBP + 0x10]
00102d06,MOV R12,qword ptr [RSP + 0x50]
00102d0b,MOV R9,qword ptr [RBP]
00102d0f,MOV RDX,RDI
00102d12,JMP 0x00102d18
00102d14,ADD R12,0x18
00102d18,MOV R8,qword ptr [R12 + 0x10]
00102d1d,TEST R8,R8
00102d20,JZ 0x00102e1e
00102d26,MOV RCX,qword ptr [R12]
00102d2a,LEA RAX,[RDX + R9*0x1]
00102d2e,CMP RCX,RAX
00102d31,JG 0x00102cec
00102d33,CMP qword ptr [R12 + 0x8],-0x1
00102d39,JNZ 0x00102d14
00102d3b,MOV RDI,qword ptr [RSP + 0x10]
00102d40,MOV RSI,RBP
00102d43,CALL 0x00103a00
00102d48,MOV RDX,qword ptr [RBP + 0x10]
00102d4c,MOV R9,qword ptr [RBP]
00102d50,JMP 0x00102d14
00102d52,MOV R13,qword ptr [RSP + 0x28]
00102d57,MOV R12,qword ptr [RSP + 0x20]
00102d5c,MOV R14,R9
00102d5f,MOV RBP,qword ptr [RSP + 0x88]
00102d67,MOV qword ptr [R9 + 0x40],R13
00102d6b,CMP dword ptr [0x0010a0d4],0x0
00102d72,JNZ 0x00102d85
00102d74,MOV RAX,qword ptr [RSP + 0x58]
00102d79,CMP RAX,RBP
00102d7c,CMOVGE RBP,RAX
00102d80,MOV qword ptr [RSP + 0x58],RBP
00102d85,MOV RAX,qword ptr [RSP + 0x58]
00102d8a,MOV EDI,dword ptr [0x0010a0b8]
00102d90,XOR R9D,R9D
00102d93,XOR ECX,ECX
00102d95,MOV RSI,qword ptr [0x0010a0b0]
00102d9c,MOV EDX,dword ptr [0x0010a0a8]
00102da2,XOR R8D,R8D
00102da5,MOV qword ptr [R14 + 0x38],RAX
00102da9,PUSH qword ptr [RSP + 0x48]
00102dad,PUSH 0x0
00102daf,CALL 0x001022f0
00102db4,POP RSI
00102db5,POP RDI
00102db6,TEST EAX,EAX
00102db8,JNZ 0x00103453
00102dbe,MOV RAX,qword ptr [RSP + 0x48]
00102dc3,MOV RDX,qword ptr [R14 + 0x40]
00102dc7,MOVDQU XMM0,xmmword ptr [R14 + 0x30]
00102dcd,MOV RAX,qword ptr [RAX + 0x8]
00102dd1,MOV qword ptr [RAX + 0x38],RDX
00102dd5,MOVZX EDX,word ptr [R14 + 0x14]
00102dda,MOVUPS xmmword ptr [RAX + 0x28],XMM0
00102dde,TEST DX,DX
00102de1,JNS 0x00102deb
00102de3,MOV RCX,qword ptr [R14 + 0x48]
00102de7,MOV qword ptr [RAX + 0x40],RCX
00102deb,CMP dword ptr [0x0010a0b8],0x80
00102df5,JZ 0x00103238
00102dfb,MOV RDI,qword ptr [RSP + 0x50]
00102e00,CALL 0x00102050
00102e05,MOV RAX,qword ptr [RSP + 0x8]
