Offset,Instruction
0010221b,JMP 0x00102020
00102220,JMP qword ptr [0x0011b0f8]
00102226,PUSH 0x1f
0010222b,JMP 0x00102020
00102230,JMP qword ptr [0x0011b100]
00102236,PUSH 0x20
0010223b,JMP 0x00102020
00102240,JMP qword ptr [0x0011b108]
00102246,PUSH 0x21
0010224b,JMP 0x00102020
00102250,JMP qword ptr [0x0011b110]
00102256,PUSH 0x22
0010225b,JMP 0x00102020
00102260,JMP qword ptr [0x0011b118]
00102266,PUSH 0x23
0010226b,JMP 0x00102020
00102270,JMP qword ptr [0x0011b120]
00102276,PUSH 0x24
0010227b,JMP 0x00102020
00102280,JMP qword ptr [0x0011b128]
00102286,PUSH 0x25
0010228b,JMP 0x00102020
00102290,JMP qword ptr [0x0011b130]
00102296,PUSH 0x26
0010229b,JMP 0x00102020
001022a0,JMP qword ptr [0x0011b138]
001022a6,PUSH 0x27
001022ab,JMP 0x00102020
001022b0,JMP qword ptr [0x0011b140]
001022b6,PUSH 0x28
001022bb,JMP 0x00102020
001022c0,JMP qword ptr [0x0011b148]
001022c6,PUSH 0x29
001022cb,JMP 0x00102020
001022d0,JMP qword ptr [0x0011b150]
001022d6,PUSH 0x2a
001022db,JMP 0x00102020
001022e0,JMP qword ptr [0x0011b158]
001022e6,PUSH 0x2b
001022eb,JMP 0x00102020
001022f0,JMP qword ptr [0x0011b160]
001022f6,PUSH 0x2c
001022fb,JMP 0x00102020
00102300,JMP qword ptr [0x0011b168]
00102306,PUSH 0x2d
0010230b,JMP 0x00102020
00102310,JMP qword ptr [0x0011b170]
00102316,PUSH 0x2e
0010231b,JMP 0x00102020
00102320,JMP qword ptr [0x0011b178]
00102326,PUSH 0x2f
0010232b,JMP 0x00102020
00102330,JMP qword ptr [0x0011b180]
00102336,PUSH 0x30
0010233b,JMP 0x00102020
00102340,JMP qword ptr [0x0011b188]
00102346,PUSH 0x31
0010234b,JMP 0x00102020
00102350,JMP qword ptr [0x0011b190]
00102356,PUSH 0x32
0010235b,JMP 0x00102020
00102360,JMP qword ptr [0x0011afd0]
00102370,PUSH R13
00102372,PUSH R12
00102374,PUSH RBP
00102375,MOV RBP,RSI
00102378,XOR ESI,ESI
0010237a,PUSH RBX
0010237b,MOV EBX,EDI
0010237d,SUB RSP,0x18
00102381,MOV RDI,qword ptr [0x0011b940]
00102388,CALL 0x00102110
0010238d,LEA RDI,[0x102989]
00102394,CALL 0x001117f0
00102399,TEST EAX,EAX
0010239b,JZ 0x001023a9
0010239d,LEA RDI,[0x112384]
001023a4,CALL 0x00102280
001023a9,CALL 0x00110726
001023ae,LEA R12,[0x11238b]
001023b5,MOV qword ptr [0x0011b9a0],RAX
001023bc,MOV RDX,R12
001023bf,MOV RSI,RBP
001023c2,MOV EDI,EBX
001023c4,CALL 0x00102290
001023c9,CMP EAX,-0x1
001023cc,JZ 0x001025a8
001023d2,CMP EAX,0x57
001023d5,JG 0x001023fc
001023d7,CMP EAX,0x43
001023da,JLE 0x001025b5
001023e0,SUB EAX,0x44
001023e3,CMP EAX,0x13
001023e6,JA 0x001025b5
001023ec,LEA RDX,[0x114d04]
001023f3,MOVSXD RAX,dword ptr [RDX + RAX*0x4]
001023f7,ADD RAX,RDX
001023fa,JMP RAX
001023fc,SUB EAX,0x63
001023ff,CMP EAX,0x14
00102402,JA 0x001025b5
00102408,LEA RDX,[0x114d54]
0010240f,MOVSXD RAX,dword ptr [RDX + RAX*0x4]
00102413,ADD RAX,RDX
00102416,JMP RAX
00102418,MOV RDI,qword ptr [0x0011b960]
0010241f,CALL 0x001031cb
00102424,JMP 0x001023bc
00102426,MOV byte ptr [0x0011b9aa],0x1
0010242d,JMP 0x001023bc
0010242f,MOV RDI,qword ptr [0x0011b960]
00102436,MOV ESI,0x3d
0010243b,CALL 0x00102120
00102440,TEST RAX,RAX
00102443,JZ 0x00102448
00102445,MOV byte ptr [RAX],0x20
00102448,MOV RDX,qword ptr [0x0011b960]
0010244f,LEA RSI,[0x1123a5]
00102456,JMP 0x00102472
00102458,MOV byte ptr [0x0011b9a9],0x1
0010245f,JMP 0x001023bc
00102464,MOV RDX,qword ptr [0x0011b960]
0010246b,LEA RSI,[0x1123b1]
00102472,MOV RDI,qword ptr [0x0011b9a0]
00102479,XOR EAX,EAX
0010247b,CALL 0x001107b9
00102480,JMP 0x001023bc
00102485,MOV R13,qword ptr [0x0011b960]
0010248c,LEA RSI,[0x112954]
00102493,MOV RDI,R13
00102496,CALL 0x001021b0
0010249b,TEST EAX,EAX
0010249d,JNZ 0x001024ab
0010249f,MOV byte ptr [0x0011bd68],0x1
001024a6,JMP 0x001023bc
001024ab,LEA RSI,[0x1123bc]
001024b2,MOV RDI,R13
001024b5,CALL 0x001021b0
001024ba,TEST EAX,EAX
001024bc,JZ 0x001023bc
001024c2,MOV RCX,R13
001024c5,LEA RDX,[0x1123c0]
001024cc,XOR ESI,ESI
001024ce,LEA RDI,[0x1123d6]
001024d5,JMP 0x0010257b
001024da,MOV byte ptr [0x0011b9a8],0x1
001024e1,JMP 0x001023bc
001024e6,MOV R13,qword ptr [0x0011b960]
001024ed,LEA RSI,[0x1123e0]
001024f4,MOV RDI,R13
001024f7,CALL 0x001021b0
001024fc,TEST EAX,EAX
001024fe,JNZ 0x0010250c
00102500,MOV byte ptr [0x0011b9ab],0x1
00102507,JMP 0x001023bc
0010250c,LEA RSI,[0x1123e9]
00102513,MOV RDI,R13
00102516,CALL 0x001021b0
0010251b,TEST EAX,EAX
0010251d,JNZ 0x0010252b
0010251f,MOV byte ptr [0x0011bb60],0x1
00102526,JMP 0x001023bc
0010252b,LEA RSI,[0x1123f4]
00102532,MOV RDI,R13
00102535,CALL 0x001021b0
0010253a,TEST EAX,EAX
0010253c,JNZ 0x001025b5
0010253e,MOV byte ptr [0x0011b240],0x0
00102545,JMP 0x001023bc
0010254a,MOV R13,qword ptr [0x0011b960]
00102551,LEA RSI,[0x114404]
00102558,MOV RDI,R13
0010255b,CALL 0x001021b0
00102560,TEST EAX,EAX
00102562,JZ 0x001023bc
00102568,MOV RCX,R13
0010256b,LEA RDX,[0x112403]
00102572,XOR ESI,ESI
00102574,LEA RDI,[0x112429]
0010257b,XOR EAX,EAX
0010257d,CALL 0x00110e99
00102582,MOV RAX,qword ptr [0x0011b960]
00102589,MOV qword ptr [0x0011b9b8],RAX
00102590,JMP 0x001023bc
00102595,MOV byte ptr [0x0011b930],0x0
0010259c,JMP 0x001023bc
001025a1,XOR EDI,EDI
001025a3,CALL 0x001029bb
001025a8,MOVSXD RAX,dword ptr [0x0011b958]
001025af,DEC EBX
001025b1,CMP EBX,EAX
001025b3,JZ 0x001025bc
001025b5,MOV EDI,0x1
001025ba,JMP 0x001025a3
001025bc,CMP byte ptr [0x0011b9ab],0x0
001025c3,JNZ 0x001025f4
001025c5,CMP byte ptr [0x0011b9aa],0x0
001025cc,JNZ 0x001025f4
001025ce,CMP byte ptr [0x0011b9a9],0x0
001025d5,JNZ 0x001025f4
001025d7,XOR ESI,ESI
001025d9,CMP byte ptr [0x0011b9a8],0x0
001025e0,LEA RDX,[0x112434]
001025e7,LEA RDI,[0x11245e]
001025ee,JZ 0x00102889
001025f4,MOV RDI,qword ptr [RBP + RAX*0x8]
001025f9,MOV qword ptr [0x0011b9c0],RDI
00102600,CALL 0x0010a6c6
00102605,CALL 0x00103244
0010260a,CALL 0x00110649
0010260f,CMP byte ptr [0x0011b9a9],0x0
00102616,JZ 0x0010264e
00102618,MOV RAX,qword ptr [0x0011b9b8]
0010261f,TEST RAX,RAX
00102622,JNZ 0x00102645
00102624,MOV RDI,qword ptr [0x0011b9c0]
0010262b,CALL 0x001022f0
00102630,MOV RDI,RAX
00102633,CALL 0x001021d0
00102638,MOV ESI,0x73
0010263d,MOV RDI,RAX
00102640,CALL 0x001029e3
00102645,MOV qword ptr [0x0011b9b0],RAX
0010264c,JMP 0x00102693
0010264e,LEA RDI,[0x112469]
00102655,XOR EAX,EAX
00102657,CALL 0x001109bb
0010265c,MOV ESI,0x2
00102661,MOV RDI,RAX
00102664,MOV qword ptr [0x0011b9b0],RAX
0010266b,CALL 0x00102030
00102670,TEST EAX,EAX
00102672,JNZ 0x00102680
00102674,LEA RDI,[0x11247a]
0010267b,CALL 0x00102280
00102680,MOV RSI,qword ptr [0x0011b9b0]
00102687,LEA RDI,[0x11b990]
0010268e,CALL 0x0010abd3
00102693,MOV RBX,qword ptr [0x0011b9b0]
0010269a,LEA RSI,[0x113bf1]
001026a1,MOV RDI,RBX
001026a4,CALL 0x001021b0
001026a9,TEST EAX,EAX
001026ab,JNZ 0x001026b6
001026ad,MOV RBX,qword ptr [0x0011b940]
001026b4,JMP 0x001026d9
001026b6,MOV RDI,RBX
001026b9,LEA RSI,[0x1123a3]
001026c0,CALL 0x00102270
001026c5,MOV RBX,RAX
001026c8,TEST RAX,RAX
001026cb,JNZ 0x001026d9
001026cd,LEA RDI,[0x112483]
001026d4,CALL 0x00102280
001026d9,MOV RDI,RBX
001026dc,CALL 0x00109435
001026e1,MOV RDI,qword ptr [0x0011b9a0]
001026e8,CALL 0x00110752
001026ed,TEST EAX,EAX
001026ef,JLE 0x00102705
001026f1,MOV RDI,qword ptr [0x0011b9a0]
001026f8,CALL 0x0011074e
001026fd,MOV RDI,RAX
00102700,CALL 0x00103200
00102705,CMP byte ptr [0x0011b9aa],0x0
0010270c,JZ 0x0010276a
0010270e,LEA RBP,[0x113494]
00102715,CALL 0x001038a3
0010271a,CMP dword ptr [RAX],0x5
0010271d,MOV RBX,RAX
00102720,JZ 0x00102759
00102722,CMP byte ptr [RAX + 0x19],0x0
00102726,JZ 0x00102732
00102728,MOV EDI,0xa
0010272d,CALL 0x00102040
00102732,CMP byte ptr [RBX + 0x18],0x0
00102736,JZ 0x00102742
00102738,MOV EDI,0x20
0010273d,CALL 0x00102040
00102742,MOV RDI,RBX
00102745,CALL 0x00105a48
0010274a,MOV RDI,RBP
0010274d,MOV RSI,RAX
00102750,XOR EAX,EAX
00102752,CALL 0x00102130
00102757,JMP 0x00102715
00102759,MOV EDI,0xa
0010275e,CALL 0x00102040
00102763,XOR EDI,EDI
00102765,CALL 0x001022e0
0010276a,CALL 0x0011011b
0010276f,XOR EBX,EBX
00102771,LEA R12,[0x113494]
00102778,MOV RBP,RAX
0010277b,MOV RDI,RBP
0010277e,CALL 0x0010ada1
00102783,CMP EAX,EBX
00102785,JLE 0x001027ba
00102787,MOV RDI,RBP
0010278a,MOV ESI,EBX
0010278c,CALL 0x0010ac92
00102791,CMP byte ptr [0x0011b9ab],0x0
00102798,MOV RDI,RAX
0010279b,JZ 0x001027b1
0010279d,CALL 0x001051b2
001027a2,MOV RDI,R12
001027a5,MOV RSI,RAX
001027a8,XOR EAX,EAX
001027aa,CALL 0x00102130
001027af,JMP 0x001027b6
001027b1,CALL 0x00109449
001027b6,INC EBX
001027b8,JMP 0x0010277b
001027ba,CALL 0x0010943d
001027bf,CMP byte ptr [0x0011b9ab],0x0
001027c6,JNZ 0x00102890
001027cc,CMP byte ptr [0x0011b9a9],0x0
001027d3,JNZ 0x00102890
001027d9,CMP qword ptr [0x0011b9b8],0x0
001027e1,JNZ 0x0010280b
001027e3,MOV RDI,qword ptr [0x0011b9c0]
001027ea,CALL 0x001022f0
001027ef,MOV RDI,RAX
001027f2,CALL 0x001021d0
001027f7,MOV ESI,0x6f
001027fc,MOV RDI,RAX
001027ff,CALL 0x001029e3
00102804,MOV qword ptr [0x0011b9b8],RAX
0010280b,CALL 0x00102340
00102810,MOV EBX,EAX
00102812,TEST EAX,EAX
00102814,JNS 0x00102824
00102816,LEA RDI,[0x112489]
0010281d,CALL 0x00102280
00102822,JMP 0x00102864
00102824,JNZ 0x00102864
00102826,PUSH RAX
00102827,MOV RCX,qword ptr [0x0011b9b8]
0010282e,XOR EAX,EAX
00102830,LEA RDI,[0x112648]
00102837,PUSH 0x0
00102839,MOV R9,qword ptr [0x0011b9b0]
00102840,MOV RSI,RDI
00102843,LEA RDX,[0x112491]
0010284a,LEA R8,[0x11248e]
00102851,CALL 0x00102300
00102856,LEA RDI,[0x112494]
0010285d,CALL 0x00102280
00102862,POP RDX
00102863,POP RCX
00102864,XOR EDX,EDX
00102866,LEA RSI,[RSP + 0xc]
0010286b,MOV EDI,EBX
0010286d,CALL 0x00102260
00102872,CMP dword ptr [RSP + 0xc],0x0
00102877,JNS 0x00102890
00102879,LEA RDX,[0x1124a1]
00102880,XOR ESI,ESI
00102882,LEA RDI,[0x1124ab]
00102889,XOR EAX,EAX
0010288b,CALL 0x00110e99
00102890,ADD RSP,0x18
00102894,XOR EAX,EAX
00102896,POP RBX
00102897,POP RBP
00102898,POP R12
0010289a,POP R13
0010289c,RET
001028a0,XOR EBP,EBP
001028a2,MOV R9,RDX
001028a5,POP RSI
001028a6,MOV RDX,RSP
001028a9,AND RSP,-0x10
001028ad,PUSH RAX
001028ae,PUSH RSP
001028af,XOR R8D,R8D
001028b2,XOR ECX,ECX
001028b4,LEA RDI,[0x102370]
001028bb,CALL qword ptr [0x0011afb0]
001028c1,HLT
001028d0,LEA RDI,[0x11b940]
001028d7,LEA RAX,[0x11b940]
001028de,CMP RAX,RDI
001028e1,JZ 0x001028f8
001028e3,MOV RAX,qword ptr [0x0011afb8]
001028ea,TEST RAX,RAX
001028ed,JZ 0x001028f8
001028ef,JMP RAX
001028f8,RET
00102900,LEA RDI,[0x11b940]
00102907,LEA RSI,[0x11b940]
0010290e,SUB RSI,RDI
00102911,MOV RAX,RSI
00102914,SHR RSI,0x3f
00102918,SAR RAX,0x3
0010291c,ADD RSI,RAX
0010291f,SAR RSI,0x1
00102922,JZ 0x00102938
00102924,MOV RAX,qword ptr [0x0011afc8]
0010292b,TEST RAX,RAX
0010292e,JZ 0x00102938
00102930,JMP RAX
00102938,RET
00102940,ENDBR64
00102944,CMP byte ptr [0x0011b988],0x0
0010294b,JNZ 0x00102978
0010294d,PUSH RBP
0010294e,CMP qword ptr [0x0011afd0],0x0
00102956,MOV RBP,RSP
00102959,JZ 0x00102967
0010295b,MOV RDI,qword ptr [0x0011b1a8]
00102962,CALL 0x00102360
00102967,CALL 0x001028d0
0010296c,MOV byte ptr [0x0011b988],0x1
00102973,POP RBP
00102974,RET
00102978,RET
00102980,ENDBR64
00102984,JMP 0x00102900
00102989,PUSH RBP
0010298a,LEA RBP,[0x11b990]
00102991,PUSH RBX
00102992,XOR EBX,EBX
00102994,PUSH RDX
00102995,MOV RDI,RBP
00102998,CALL 0x0010ada1
0010299d,CMP EAX,EBX
0010299f,JLE 0x001029b7
001029a1,MOV ESI,EBX
001029a3,MOV RDI,RBP
001029a6,INC EBX
001029a8,CALL 0x0010ac92
001029ad,MOV RDI,RAX
001029b0,CALL 0x00102080
001029b5,JMP 0x00102995
001029b7,POP RAX
001029b8,POP RBX
001029b9,POP RBP
001029ba,RET
001029bb,PUSH RBX
001029bc,MOV RSI,qword ptr [0x0011b940]
001029c3,MOV EBX,EDI
001029c5,TEST EDI,EDI
001029c7,JZ 0x001029d0
001029c9,MOV RSI,qword ptr [0x0011b980]
001029d0,LEA RDI,[0x112004]
001029d7,CALL 0x00102160
001029dc,MOV EDI,EBX
001029de,CALL 0x001022e0
001029e3,PUSH RBP
001029e4,XOR EAX,EAX
001029e6,MOV EBP,ESI
001029e8,MOV RSI,RDI
001029eb,PUSH RBX
001029ec,LEA RDI,[0x113494]
001029f3,PUSH RCX
001029f4,CALL 0x001109bb
001029f9,MOV RDI,RAX
001029fc,MOV RBX,RAX
001029ff,CALL 0x00102100
00102a04,LEA RAX,[RBX + RAX*0x1 + -0x1]
00102a09,CMP byte ptr [RAX],0x63
00102a0c,JZ 0x00102a25
00102a0e,LEA RDX,[0x112360]
00102a15,XOR ESI,ESI
00102a17,LEA RDI,[0x11237a]
00102a1e,XOR EAX,EAX
00102a20,CALL 0x00110e99
00102a25,MOV byte ptr [RAX],BPL
00102a28,MOV RAX,RBX
00102a2b,POP RDX
00102a2c,POP RBX
00102a2d,POP RBP
00102a2e,RET
00102a2f,MOV RAX,qword ptr [0x0011b9c0]
00102a36,RET
00102a37,PUSH RBP
00102a38,PUSH RBX
00102a39,PUSH RCX
00102a3a,CALL 0x0010a928
00102a3f,CMP dword ptr [RAX],0x0
00102a42,MOV RBX,RAX
00102a45,JZ 0x00102a75
00102a47,MOV RDI,RAX
00102a4a,CALL 0x00105a48
00102a4f,MOV RDI,RBX
00102a52,MOV RBP,RAX
00102a55,CALL 0x00110ff2
00102a5a,MOV RCX,RBP
00102a5d,LEA RDX,[0x1124b6]
00102a64,LEA RDI,[0x1124d6]
00102a6b,MOV RSI,RAX
00102a6e,XOR EAX,EAX
00102a70,CALL 0x00110e99
00102a75,POP RDX
00102a76,POP RBX
00102a77,POP RBP
00102a78,RET
00102a79,PUSH RBX
00102a7a,MOV RBX,RDI
00102a7d,MOV EDI,0x40
00102a82,CALL 0x00102200
00102a87,MOV RSI,RBX
00102a8a,MOV ECX,0x10
00102a8f,MOV RDI,RAX
00102a92,MOVSD.REP RDI,RSI
00102a94,POP RBX
00102a95,RET
00102a96,PUSH R12
00102a98,MOV R12D,ESI
00102a9b,PUSH RBP
00102a9c,MOV RBP,RDX
00102a9f,PUSH RBX
00102aa0,CALL 0x00102a79
00102aa5,MOV RDI,RBP
00102aa8,MOV dword ptr [RAX],R12D
00102aab,MOV RBX,RAX
00102aae,MOV qword ptr [RAX + 0x28],RBP
00102ab2,CALL 0x00102100
00102ab7,MOV RDI,RBX
00102aba,INC EAX
00102abc,MOV dword ptr [RBX + 0x30],EAX
00102abf,XOR EAX,EAX
00102ac1,MOV dword ptr [RBX + 0x38],EAX
00102ac4,POP RBX
00102ac5,POP RBP
00102ac6,POP R12
00102ac8,JMP 0x0010a891
00102acd,PUSH RBP
00102ace,PUSH RBX
00102acf,MOV RBX,RDI
00102ad2,SUB RSP,0x28
00102ad6,MOV RAX,qword ptr [RDI + 0x8]
00102ada,LEA RBP,[RSP + 0x2]
00102adf,LEA RDI,[RAX + 0x38]
00102ae3,CALL 0x00102060
00102ae8,LEA RDX,[0x1124e0]
00102aef,MOV ESI,0x1e
00102af4,MOV RDI,RBP
00102af7,MOV RCX,RAX
00102afa,CALL 0x00102250
00102aff,MOV RDI,RBP
00102b02,CALL 0x001022f0
00102b07,MOV RDI,RBX
00102b0a,MOV ESI,0x4
00102b0f,MOV RDX,RAX
00102b12,CALL 0x00102a96
00102b17,ADD RSP,0x28
00102b1b,POP RBX
00102b1c,POP RBP
00102b1d,RET
00102b1e,MOV RAX,qword ptr [RDI + 0x8]
00102b22,MOV ESI,0x4
00102b27,MOV RDX,qword ptr [RAX + 0x10]
00102b2b,JMP 0x00102a96
00102b30,PUSH RBP
00102b31,LEA RCX,[0x11ba00]
00102b38,MOV ESI,0xa
00102b3d,LEA RDX,[0x1124ef]
00102b44,PUSH RBX
00102b45,MOV RBX,RDI
00102b48,SUB RSP,0x18
00102b4c,LEA RBP,[RSP + 0x6]
00102b51,MOV RDI,RBP
00102b54,CALL 0x00102250
00102b59,MOV RDI,RBP
00102b5c,CALL 0x001022f0
00102b61,MOV RDI,RBX
00102b64,MOV ESI,0x4
00102b69,MOV RDX,RAX
00102b6c,CALL 0x00102a96
00102b71,ADD RSP,0x18
00102b75,POP RBX
00102b76,POP RBP
00102b77,RET
00102b78,PUSH RBP
00102b79,LEA RCX,[0x11ba00]
00102b80,MOV ESI,0x14
00102b85,LEA RDX,[0x1124f2]
00102b8c,PUSH RBX
00102b8d,MOV RBX,RDI
00102b90,SUB RSP,0x28
00102b94,LEA RBP,[RSP + 0xc]
00102b99,MOV RDI,RBP
00102b9c,CALL 0x00102250
00102ba1,MOV RDI,RBP
00102ba4,CALL 0x001022f0
00102ba9,MOV RDI,RBX
00102bac,MOV ESI,0x4
00102bb1,MOV RDX,RAX
00102bb4,CALL 0x00102a96
00102bb9,ADD RSP,0x28
00102bbd,POP RBX
00102bbe,POP RBP
00102bbf,RET
00102bc0,PUSH RBP
00102bc1,MOV EBP,ESI
00102bc3,PUSH RBX
00102bc4,MOV EBX,EDI
00102bc6,MOV EDI,0x40
00102bcb,PUSH RAX
00102bcc,CALL 0x00102200
00102bd1,XOR EDX,EDX
00102bd3,MOV dword ptr [RAX],0xa
00102bd9,MOV byte ptr [RAX + 0x28],BPL
00102bdd,MOV qword ptr [RAX + 0x20],RDX
00102be1,MOV dword ptr [RAX + 0x2c],EBX
00102be4,MOV word ptr [RAX + 0x18],0x0
00102bea,POP RCX
00102beb,POP RBX
00102bec,POP RBP
00102bed,RET
00102bee,PUSH RBX
00102bef,MOV RBX,RDI
00102bf2,CALL 0x001113c3
00102bf7,LEA RDI,[0x113b49]
00102bfe,LEA ESI,[RAX + -0x1]
00102c01,XOR EAX,EAX
00102c03,CALL 0x001109bb
00102c08,MOV RDI,RBX
00102c0b,MOV ESI,0x2
00102c10,POP RBX
00102c11,MOV RDX,RAX
00102c14,JMP 0x00102a96
00102c19,MOV ESI,dword ptr [0x0011b9e0]
00102c1f,PUSH RBX
00102c20,MOV RBX,RDI
00102c23,LEA RDI,[0x113b49]
00102c2a,LEA EAX,[RSI + 0x1]
00102c2d,MOV dword ptr [0x0011b9e0],EAX
00102c33,XOR EAX,EAX
00102c35,CALL 0x001109bb
00102c3a,MOV RDI,RBX
00102c3d,MOV ESI,0x2
00102c42,POP RBX
00102c43,MOV RDX,RAX
00102c46,JMP 0x00102a96
00102c4b,PUSH RBX
00102c4c,MOV RAX,qword ptr [RDI + 0x8]
00102c50,MOV RBX,RDI
00102c53,LEA RDI,[0x113b49]
00102c5a,MOV ESI,dword ptr [RAX + 0x18]
00102c5d,XOR EAX,EAX
00102c5f,CALL 0x001109bb
00102c64,MOV RDI,RBX
00102c67,MOV ESI,0x2
00102c6c,POP RBX
00102c6d,MOV RDX,RAX
00102c70,JMP 0x00102a96
00102c75,SUB RSP,0x18
00102c79,MOV qword ptr [RSP + 0x8],RDI
00102c7e,CALL 0x00102a2f
00102c83,MOV RDI,qword ptr [RSP + 0x8]
00102c88,MOV ESI,0x4
00102c8d,ADD RSP,0x18
00102c91,MOV RDX,RAX
00102c94,JMP 0x00102a96
00102c99,PUSH RBP
00102c9a,PUSH RBX
00102c9b,MOV EBX,EDI
00102c9d,MOVSX EBX,BL
00102ca0,SUB RSP,0x18
00102ca4,CALL 0x0010a928
00102ca9,MOV ESI,EBX
00102cab,MOV RDI,RAX
00102cae,MOV RBP,RAX
00102cb1,CALL 0x0010a868
00102cb6,TEST AL,AL
00102cb8,JNZ 0x00102cee
00102cba,MOV RDI,RBP
00102cbd,CALL 0x00105a48
00102cc2,MOV RDI,RBP
00102cc5,MOV qword ptr [RSP + 0x8],RAX
00102cca,CALL 0x00110ff2
00102ccf,MOV R8,qword ptr [RSP + 0x8]
00102cd4,MOV ECX,EBX
00102cd6,LEA RDX,[0x1124fb]
00102cdd,MOV RSI,RAX
00102ce0,LEA RDI,[0x112513]
00102ce7,XOR EAX,EAX
00102ce9,CALL 0x00110e99
00102cee,ADD RSP,0x18
00102cf2,POP RBX
00102cf3,POP RBP
00102cf4,RET
00102cf5,PUSH RBP
00102cf6,PUSH RBX
00102cf7,MOV EBX,EDI
00102cf9,SUB RSP,0x18
00102cfd,CALL 0x0010a928
00102d02,MOV ESI,EBX
00102d04,MOV RDI,RAX
00102d07,MOV RBP,RAX
00102d0a,CALL 0x0010a868
00102d0f,TEST AL,AL
00102d11,JNZ 0x00102d23
00102d13,MOV RDI,RBP
00102d16,MOV byte ptr [RSP + 0xf],AL
00102d1a,CALL 0x0010a891
00102d1f,MOV AL,byte ptr [RSP + 0xf]
00102d23,ADD RSP,0x18
00102d27,POP RBX
00102d28,POP RBP
00102d29,RET
00102d2a,PUSH RBP
00102d2b,PUSH RBX
00102d2c,MOV RBX,RDI
00102d2f,PUSH RSI
00102d30,MOV RBP,qword ptr [RDI + 0x28]
00102d34,LEA RSI,[0x11251d]
00102d3b,MOV RDI,RBP
00102d3e,CALL 0x001021b0
00102d43,TEST EAX,EAX
00102d45,JNZ 0x00102d6b
00102d47,MOV RAX,qword ptr [RBX + 0x8]
00102d4b,MOV RDI,qword ptr [RAX + 0x10]
00102d4f,CALL 0x00111102
00102d54,POP RCX
00102d55,POP RBX
00102d56,MOV EDX,0x1
00102d5b,MOV RSI,RAX
